"","Time","rep","exp","variable","value","value_J","csum","strain","inoc","drytime"
"1",0.75,30,"a","B2",2.139435602,0.000148571916805556,0.000148571916805556,"RWW146",6,0
"2",1,30,"a","B2",0.743927751,5.1661649375e-05,0.000200233566180556,"RWW146",6,0
"3",1.25,30,"a","B2",1.450374602,0.000100720458472222,0.000300954024652778,"RWW146",6,0
"4",1.5,30,"a","B2",2.306547464,0.000160176907222222,0.000461130931875,"RWW146",6,0
"5",1.75,30,"a","B2",3.39587097,0.000235824372916667,0.000696955304791667,"RWW146",6,0
"6",2,30,"a","B2",4.697359888,0.000326205547777778,0.00102316085256944,"RWW146",6,0
"7",2.25,30,"a","B2",6.364241675,0.000441961227430556,0.00146512208,"RWW146",6,0
"8",2.5,30,"a","B2",7.52781517,0.000522764942361111,0.00198788702236111,"RWW146",6,0
"9",2.75,30,"a","B2",7.725772698,0.000536511992916667,0.00252439901527778,"RWW146",6,0
"10",3,30,"a","B2",8.725931929,0.000605967495069444,0.00313036651034722,"RWW146",6,0
"11",3.25,30,"a","B2",10.05173619,0.000698037235416667,0.00382840374576389,"RWW146",6,0
"12",3.5,30,"a","B2",12.21102303,0.000847987710416667,0.00467639145618056,"RWW146",6,0
"13",3.75,30,"a","B2",15.23085536,0.00105769828888889,0.00573408974506944,"RWW146",6,0
"14",4,30,"a","B2",17.66142551,0.00122648788263889,0.00696057762770833,"RWW146",6,0
"15",4.25,30,"a","B2",20.79553701,0.00144413451458333,0.00840471214229167,"RWW146",6,0
"16",4.5,30,"a","B2",24.30526497,0.00168786562291667,0.0100925777652083,"RWW146",6,0
"17",4.75,30,"a","B2",27.92348447,0.00193913086597222,0.0120317086311806,"RWW146",6,0
"18",5,30,"a","B2",31.45765437,0.00218455933125,0.0142162679624306,"RWW146",6,0
"19",5.25,30,"a","B2",34.45347066,0.00239260212916667,0.0166088700915972,"RWW146",6,0
"20",5.5,30,"a","B2",36.75154889,0.00255219089513889,0.0191610609867361,"RWW146",6,0
"21",5.75,30,"a","B2",38.43915953,0.00266938607847222,0.0218304470652083,"RWW146",6,0
"22",6,30,"a","B2",39.82634631,0.00276571849375,0.0245961655589583,"RWW146",6,0
"23",6.25,30,"a","B2",41.01558163,0.00284830427986111,0.0274444698388194,"RWW146",6,0
"24",6.5,30,"a","B2",42.23664147,0.00293310010208333,0.0303775699409028,"RWW146",6,0
"25",6.75,30,"a","B2",43.02659853,0.00298795823125,0.0333655281721528,"RWW146",6,0
"26",7,30,"a","B2",44.05449636,0.003059340025,0.0364248681971528,"RWW146",6,0
"27",7.25,30,"a","B2",43.68792478,0.00303388366527778,0.0394587518624306,"RWW146",6,0
"28",7.5,30,"a","B2",45.15496081,0.00313576116736111,0.0425945130297917,"RWW146",6,0
"29",7.75,30,"a","B2",44.50555832,0.00309066377222222,0.0456851768020139,"RWW146",6,0
"30",8,30,"a","B2",42.12503052,0.00292534934166667,0.0486105261436806,"RWW146",6,0
"31",8.25,30,"a","B2",41.32401455,0.00286972323263889,0.0514802493763194,"RWW146",6,0
"32",8.5,30,"a","B2",39.71728732,0.00275814495277778,0.0542383943290972,"RWW146",6,0
"33",8.75,30,"a","B2",37.5812384,0.00260980822222222,0.0568482025513194,"RWW146",6,0
"34",9,30,"a","B2",35.91835974,0.0024943305375,0.0593425330888194,"RWW146",6,0
"35",9.25,30,"a","B2",33.93593294,0.00235666200972222,0.0616991950985417,"RWW146",6,0
"36",9.5,30,"a","B2",32.39673691,0.00224977339652778,0.0639489684950694,"RWW146",6,0
"37",9.75,30,"a","B2",30.47677195,0.00211644249652778,0.0660654109915972,"RWW146",6,0
"38",10,30,"a","B2",28.30305229,0.00196548974236111,0.0680309007339583,"RWW146",6,0
"39",10.25,30,"a","B2",26.41383465,0.00183429407291667,0.069865194806875,"RWW146",6,0
"40",10.5,30,"a","B2",24.39938178,0.0016944015125,0.071559596319375,"RWW146",6,0
"41",10.75,30,"a","B2",21.9995149,0.00152774409027778,0.0730873404096528,"RWW146",6,0
"42",11,30,"a","B2",20.19873497,0.00140268992847222,0.074490030338125,"RWW146",6,0
"43",11.25,30,"a","B2",18.55203265,0.00128833560069444,0.0757783659388194,"RWW146",6,0
"44",11.5,30,"a","B2",17.20730006,0.00119495139305556,0.076973317331875,"RWW146",6,0
"45",11.75,30,"a","B2",16.82880453,0.00116866698125,0.078141984313125,"RWW146",6,0
"46",12,30,"a","B2",16.11141758,0.00111884844305556,0.0792608327561806,"RWW146",6,0
"47",12.25,30,"a","B2",15.68835089,0.00108946881180556,0.0803503015679861,"RWW146",6,0
"48",12.5,30,"a","B2",15.27937934,0.00106106800972222,0.0814113695777083,"RWW146",6,0
"49",12.75,30,"a","B2",14.45157946,0.00100358190694444,0.0824149514846528,"RWW146",6,0
"50",13,30,"a","B2",13.30793837,0.000924162386805556,0.0833391138714583,"RWW146",6,0
"51",13.25,30,"a","B2",12.53460331,0.000870458563194444,0.0842095724346528,"RWW146",6,0
"52",13.5,30,"a","B2",11.95688492,0.000830339230555556,0.0850399116652083,"RWW146",6,0
"53",13.75,30,"a","B2",11.38566754,0.000790671356944444,0.0858305830221528,"RWW146",6,0
"54",14,30,"a","B2",10.91238546,0.000757804545833333,0.0865883875679861,"RWW146",6,0
"55",14.25,30,"a","B2",10.53021633,0.000731265022916667,0.0873196525909028,"RWW146",6,0
"56",14.5,30,"a","B2",10.14525938,0.000704531901388889,0.0880241844922917,"RWW146",6,0
"57",14.75,30,"a","B2",9.877312142,0.000685924454305555,0.0887101089465972,"RWW146",6,0
"58",15,30,"a","B2",9.603850418,0.000666934056805556,0.0893770430034028,"RWW146",6,0
"59",15.25,30,"a","B2",9.334140839,0.000648204224930556,0.0900252472283333,"RWW146",6,0
"60",15.5,30,"a","B2",9.113153784,0.000632857901666667,0.09065810513,"RWW146",6,0
"61",15.75,30,"a","B2",8.90597291,0.000618470340972222,0.0912765754709722,"RWW146",6,0
"62",16,30,"a","B2",8.638175866,0.000599873324027778,0.091876448795,"RWW146",6,0
"63",16.25,30,"a","B2",8.431498894,0.000585520756527778,0.0924619695515278,"RWW146",6,0
"64",16.5,30,"a","B2",8.269345741,0.000574260120902778,0.0930362296724306,"RWW146",6,0
"65",16.75,30,"a","B2",8.065285014,0.000560089237083333,0.0935963189095139,"RWW146",6,0
"66",17,30,"a","B2",7.948947303,0.000552010229375,0.0941483291388889,"RWW146",6,0
"67",17.25,30,"a","B2",7.781689527,0.000540395106041667,0.0946887242449305,"RWW146",6,0
"68",17.5,30,"a","B2",7.695713982,0.000534424582083333,0.0952231488270139,"RWW146",6,0
"69",17.75,30,"a","B2",7.576601612,0.000526152889722222,0.0957493017167361,"RWW146",6,0
"70",18,30,"a","B2",7.454812504,0.000517695312777778,0.0962669970295139,"RWW146",6,0
"71",18.25,30,"a","B2",7.37403039,0.00051208544375,0.0967790824732639,"RWW146",6,0
"72",18.5,30,"a","B2",7.320768976,0.000508386734444444,0.0972874692077083,"RWW146",6,0
"73",18.75,30,"a","B2",7.246358487,0.000503219339375,0.0977906885470833,"RWW146",6,0
"74",19,30,"a","B2",7.160439007,0.000497252708819444,0.0982879412559028,"RWW146",6,0
"75",19.25,30,"a","B2",7.105573968,0.000493442636666667,0.0987813838925694,"RWW146",6,0
"76",19.5,30,"a","B2",6.94150589,0.000482049020138889,0.0992634329127083,"RWW146",6,0
"77",19.75,30,"a","B2",6.950335007,0.000482662153263889,0.0997460950659722,"RWW146",6,0
"78",20,30,"a","B2",6.880165076,0.000477789241388889,0.100223884307361,"RWW146",6,0
"79",20.25,30,"a","B2",6.851150356,0.000475774330277778,0.100699658637639,"RWW146",6,0
"80",20.5,30,"a","B2",6.764982962,0.000469790483472222,0.101169449121111,"RWW146",6,0
"81",20.75,30,"a","B2",6.718582753,0.000466568246736111,0.101636017367847,"RWW146",6,0
"82",21,30,"a","B2",6.677952859,0.000463746726319444,0.102099764094167,"RWW146",6,0
"83",21.25,30,"a","B2",6.65418869,0.000462096436805556,0.102561860530972,"RWW146",6,0
"84",21.5,30,"a","B2",6.641396259,0.000461208073541667,0.103023068604514,"RWW146",6,0
"85",21.75,30,"a","B2",6.603702145,0.000458590426736111,0.10348165903125,"RWW146",6,0
"86",22,30,"a","B2",6.526050815,0.000453197973263889,0.103934857004514,"RWW146",6,0
"87",22.25,30,"a","B2",6.501703252,0.000451507170277778,0.104386364174792,"RWW146",6,0
"88",22.5,30,"a","B2",6.454074609,0.000448199625625,0.104834563800417,"RWW146",6,0
"89",22.75,30,"a","B2",6.439022073,0.000447154310625,0.105281718111042,"RWW146",6,0
"90",23,30,"a","B2",6.426807896,0.000446306103888889,0.105728024214931,"RWW146",6,0
"91",23.25,30,"a","B2",6.429248905,0.000446475618402778,0.106174499833333,"RWW146",6,0
"92",0.75,30,"b","B2",0.472252328,3.27953005555556e-05,3.27953005555556e-05,"RWW146",6,24
"93",1,30,"b","B2",-0.082874175,-5.75515104166667e-06,2.70401495138889e-05,"RWW146",6,24
"94",1.25,30,"b","B2",1.248572205,8.6706403125e-05,0.000113746552638889,"RWW146",6,24
"95",1.5,30,"b","B2",2.234342122,0.000155162647361111,0.0002689092,"RWW146",6,24
"96",1.75,30,"b","B2",3.397315053,0.000235924656458333,0.000504833856458333,"RWW146",6,24
"97",2,30,"b","B2",5.07461044,0.000352403502777778,0.000857237359236111,"RWW146",6,24
"98",2.25,30,"b","B2",6.775738944,0.000470537426666667,0.00132777478590278,"RWW146",6,24
"99",2.5,30,"b","B2",8.268211078,0.000574181324861111,0.00190195611076389,"RWW146",6,24
"100",2.75,30,"b","B2",9.462577154,0.000657123413472222,0.00255907952423611,"RWW146",6,24
"101",3,30,"b","B2",10.7131834,0.000743971069444444,0.00330305059368056,"RWW146",6,24
"102",3.25,30,"b","B2",11.99159726,0.000832749809722222,0.00413580040340278,"RWW146",6,24
"103",3.5,30,"b","B2",13.57859683,0.000942958113194445,0.00507875851659722,"RWW146",6,24
"104",3.75,30,"b","B2",15.41698616,0.00107062403888889,0.00614938255548611,"RWW146",6,24
"105",4,30,"b","B2",17.53599022,0.00121777709861111,0.00736715965409722,"RWW146",6,24
"106",4.25,30,"b","B2",20.21533415,0.00140384264930556,0.00877100230340278,"RWW146",6,24
"107",4.5,30,"b","B2",23.34822742,0.00162140468194444,0.0103924069853472,"RWW146",6,24
"108",4.75,30,"b","B2",26.57173247,0.00184525919930556,0.0122376661846528,"RWW146",6,24
"109",5,30,"b","B2",29.46530861,0.00204620198680556,0.0142838681714583,"RWW146",6,24
"110",5.25,30,"b","B2",31.95779537,0.00221929134513889,0.0165031595165972,"RWW146",6,24
"111",5.5,30,"b","B2",34.55908581,0.00239993651458333,0.0189030960311806,"RWW146",6,24
"112",5.75,30,"b","B2",36.81538693,0.00255662409236111,0.0214597201235417,"RWW146",6,24
"113",6,30,"b","B2",38.66506856,0.00268507420555556,0.0241447943290972,"RWW146",6,24
"114",6.25,30,"b","B2",39.25601083,0.00272611186319444,0.0268709061922917,"RWW146",6,24
"115",6.5,30,"b","B2",40.12277293,0.00278630367569444,0.0296572098679861,"RWW146",6,24
"116",6.75,30,"b","B2",40.77456985,0.00283156735069444,0.0324887772186806,"RWW146",6,24
"117",7,30,"b","B2",41.20087667,0.00286117199097222,0.0353499492096528,"RWW146",6,24
"118",7.25,30,"b","B2",41.3737025,0.00287317378472222,0.038223122994375,"RWW146",6,24
"119",7.5,30,"b","B2",41.8704457,0.00290766984027778,0.0411307928346528,"RWW146",6,24
"120",7.75,30,"b","B2",42.42776671,0.00294637268819444,0.0440771655228472,"RWW146",6,24
"121",8,30,"b","B2",42.28126335,0.00293619884375,0.0470133643665972,"RWW146",6,24
"122",8.25,30,"b","B2",41.34621808,0.00287126514444444,0.0498846295110417,"RWW146",6,24
"123",8.5,30,"b","B2",41.06172631,0.00285150877152778,0.0527361382825694,"RWW146",6,24
"124",8.75,30,"b","B2",40.30501315,0.00279895924652778,0.0555350975290972,"RWW146",6,24
"125",9,30,"b","B2",39.96146753,0.00277510191180556,0.0583101994409028,"RWW146",6,24
"126",9.25,30,"b","B2",39.17055098,0.00272017715138889,0.0610303765922917,"RWW146",6,24
"127",9.5,30,"b","B2",38.47782705,0.00267207132291667,0.0637024479152083,"RWW146",6,24
"128",9.75,30,"b","B2",37.38690421,0.00259631279236111,0.0662987607075694,"RWW146",6,24
"129",10,30,"b","B2",36.40438597,0.00252808235902778,0.0688268430665972,"RWW146",6,24
"130",10.25,30,"b","B2",35.40899386,0.00245895790694444,0.0712858009735417,"RWW146",6,24
"131",10.5,30,"b","B2",33.9715202,0.00235913334722222,0.0736449343207639,"RWW146",6,24
"132",10.75,30,"b","B2",32.50707946,0.00225743607361111,0.075902370394375,"RWW146",6,24
"133",11,30,"b","B2",30.87148745,0.00214385329513889,0.0780462236895139,"RWW146",6,24
"134",11.25,30,"b","B2",28.90862734,0.00200754356527778,0.0800537672547917,"RWW146",6,24
"135",11.5,30,"b","B2",26.92929208,0.00187008972777778,0.0819238569825694,"RWW146",6,24
"136",11.75,30,"b","B2",25.07076982,0.00174102568194444,0.0836648826645139,"RWW146",6,24
"137",12,30,"b","B2",23.6709666,0.001643817125,0.0853086997895139,"RWW146",6,24
"138",12.25,30,"b","B2",22.36447438,0.00155308849861111,0.086861788288125,"RWW146",6,24
"139",12.5,30,"b","B2",21.41196253,0.00148694184236111,0.0883487301304861,"RWW146",6,24
"140",12.75,30,"b","B2",20.43270077,0.00141893755347222,0.0897676676839583,"RWW146",6,24
"141",13,30,"b","B2",19.12533265,0.00132814810069444,0.0910958157846528,"RWW146",6,24
"142",13.25,30,"b","B2",17.91442755,0.00124405746875,0.0923398732534028,"RWW146",6,24
"143",13.5,30,"b","B2",16.83019745,0.00116876371180556,0.0935086369652083,"RWW146",6,24
"144",13.75,30,"b","B2",15.90495261,0.00110451059791667,0.094613147563125,"RWW146",6,24
"145",14,30,"b","B2",15.13789589,0.00105124277013889,0.0956643903332639,"RWW146",6,24
"146",14.25,30,"b","B2",14.5644292,0.00101141869444444,0.0966758090277083,"RWW146",6,24
"147",14.5,30,"b","B2",14.01723499,0.000973419096527778,0.0976492281242361,"RWW146",6,24
"148",14.75,30,"b","B2",13.71718582,0.000952582348611111,0.0986018104728472,"RWW146",6,24
"149",15,30,"b","B2",13.28076356,0.000922275247222222,0.0995240857200694,"RWW146",6,24
"150",15.25,30,"b","B2",12.95362299,0.000899557152083333,0.100423642872153,"RWW146",6,24
"151",15.5,30,"b","B2",12.5702854,0.000872936486111111,0.101296579358264,"RWW146",6,24
"152",15.75,30,"b","B2",12.23932143,0.000849952877083333,0.102146532235347,"RWW146",6,24
"153",16,30,"b","B2",11.9789812,0.000831873694444444,0.102978405929792,"RWW146",6,24
"154",16.25,30,"b","B2",11.67892938,0.0008110367625,0.103789442692292,"RWW146",6,24
"155",16.5,30,"b","B2",11.43743413,0.000794266259027778,0.104583708951319,"RWW146",6,24
"156",16.75,30,"b","B2",11.17611747,0.00077611926875,0.105359828220069,"RWW146",6,24
"157",17,30,"b","B2",10.99250742,0.000763368570833333,0.106123196790903,"RWW146",6,24
"158",17.25,30,"b","B2",10.84271323,0.000752966196527778,0.106876162987431,"RWW146",6,24
"159",17.5,30,"b","B2",10.63130775,0.000738285260416667,0.107614448247847,"RWW146",6,24
"160",17.75,30,"b","B2",10.56769503,0.000733867710416667,0.108348315958264,"RWW146",6,24
"161",18,30,"b","B2",10.39607222,0.000721949459722222,0.109070265417986,"RWW146",6,24
"162",18.25,30,"b","B2",10.24802465,0.000711668378472222,0.109781933796458,"RWW146",6,24
"163",18.5,30,"b","B2",10.15004717,0.000704864386805556,0.110486798183264,"RWW146",6,24
"164",18.75,30,"b","B2",10.06654206,0.000699065420833333,0.111185863604097,"RWW146",6,24
"165",19,30,"b","B2",9.932585265,0.000689762865625,0.111875626469722,"RWW146",6,24
"166",19.25,30,"b","B2",9.863194253,0.000684944045347222,0.112560570515069,"RWW146",6,24
"167",19.5,30,"b","B2",9.740858391,0.000676448499375,0.113237019014444,"RWW146",6,24
"168",19.75,30,"b","B2",9.680689695,0.000672270117708333,0.113909289132153,"RWW146",6,24
"169",20,30,"b","B2",9.603580164,0.000666915289166667,0.114576204421319,"RWW146",6,24
"170",20.25,30,"b","B2",9.546714124,0.000662966258611111,0.115239170679931,"RWW146",6,24
"171",20.5,30,"b","B2",9.407230788,0.000653279915833333,0.115892450595764,"RWW146",6,24
"172",20.75,30,"b","B2",9.371796346,0.000650819190694444,0.116543269786458,"RWW146",6,24
"173",21,30,"b","B2",9.349409648,0.000649264558888889,0.117192534345347,"RWW146",6,24
"174",0.75,30,"c","B2",-0.848792618,-5.89439318055556e-05,-5.89439318055556e-05,"RWW146",6,168
"175",1,30,"c","B2",-2.676590566,-0.000185874344861111,-0.000244818276666667,"RWW146",6,168
"176",1.25,30,"c","B2",-2.000197664,-0.000138902615555556,-0.000383720892222222,"RWW146",6,168
"177",1.5,30,"c","B2",-1.405031639,-9.75716415972222e-05,-0.000481292533819444,"RWW146",6,168
"178",1.75,30,"c","B2",-0.875365765,-6.07892892361111e-05,-0.000542081823055555,"RWW146",6,168
"179",2,30,"c","B2",-0.314272023,-2.18244460416667e-05,-0.000563906269097222,"RWW146",6,168
"180",2.25,30,"c","B2",0.456220288,3.16819644444444e-05,-0.000532224304652778,"RWW146",6,168
"181",2.5,30,"c","B2",1.481098121,0.000102854036180556,-0.000429370268472222,"RWW146",6,168
"182",2.75,30,"c","B2",2.674053108,0.0001856981325,-0.000243672135972222,"RWW146",6,168
"183",3,30,"c","B2",4.081835332,0.000283460786944444,3.97886509722222e-05,"RWW146",6,168
"184",3.25,30,"c","B2",5.23343917,0.000363433275694444,0.000403221926666667,"RWW146",6,168
"185",3.5,30,"c","B2",6.098521217,0.000423508417847222,0.000826730344513889,"RWW146",6,168
"186",3.75,30,"c","B2",6.951745255,0.000482760087152778,0.00130949043166667,"RWW146",6,168
"187",4,30,"c","B2",8.030937093,0.000557703964791667,0.00186719439645833,"RWW146",6,168
"188",4.25,30,"c","B2",9.386649078,0.000651850630416667,0.002519045026875,"RWW146",6,168
"189",4.5,30,"c","B2",10.99655996,0.000763649997222222,0.00328269502409722,"RWW146",6,168
"190",4.75,30,"c","B2",12.94393253,0.000898884203472222,0.00418157922756944,"RWW146",6,168
"191",5,30,"c","B2",15.10937341,0.00104926204236111,0.00523084126993056,"RWW146",6,168
"192",5.25,30,"c","B2",17.93516203,0.00124549736319444,0.006476338633125,"RWW146",6,168
"193",5.5,30,"c","B2",21.14992267,0.00146874462986111,0.00794508326298611,"RWW146",6,168
"194",5.75,30,"c","B2",23.67413595,0.00164403721875,0.00958912048173611,"RWW146",6,168
"195",6,30,"c","B2",26.64732236,0.00185050849722222,0.0114396289789583,"RWW146",6,168
"196",6.25,30,"c","B2",29.74174768,0.00206539914444444,0.0135050281234028,"RWW146",6,168
"197",6.5,30,"c","B2",32.61591215,0.00226499389930556,0.0157700220227083,"RWW146",6,168
"198",6.75,30,"c","B2",35.49479995,0.00246491666319444,0.0182349386859028,"RWW146",6,168
"199",7,30,"c","B2",37.82354696,0.00262663520555556,0.0208615738914583,"RWW146",6,168
"200",7.25,30,"c","B2",39.91933966,0.00277217636527778,0.0236337502567361,"RWW146",6,168
"201",7.5,30,"c","B2",41.41224544,0.00287585037777778,0.0265096006345139,"RWW146",6,168
"202",7.75,30,"c","B2",41.07163135,0.00285219662152778,0.0293617972560417,"RWW146",6,168
"203",8,30,"c","B2",40.00982506,0.00277846007361111,0.0321402573296528,"RWW146",6,168
"204",8.25,30,"c","B2",40.55774054,0.00281650975972222,0.034956767089375,"RWW146",6,168
"205",8.5,30,"c","B2",40.28887894,0.00279783881527778,0.0377546059046528,"RWW146",6,168
"206",8.75,30,"c","B2",39.45672856,0.00274005059444444,0.0404946564990972,"RWW146",6,168
"207",9,30,"c","B2",38.7688611,0.00269228202083333,0.0431869385199306,"RWW146",6,168
"208",9.25,30,"c","B2",38.0161814,0.00264001259722222,0.0458269511171528,"RWW146",6,168
"209",9.5,30,"c","B2",37.32037592,0.00259169277222222,0.048418643889375,"RWW146",6,168
"210",9.75,30,"c","B2",36.13648174,0.00250947789861111,0.0509281217879861,"RWW146",6,168
"211",10,30,"c","B2",35.27964111,0.00244997507708333,0.0533780968650694,"RWW146",6,168
"212",10.25,30,"c","B2",34.04056317,0.00236392799791667,0.0557420248629861,"RWW146",6,168
"213",10.5,30,"c","B2",32.62874075,0.00226588477430556,0.0580079096372917,"RWW146",6,168
"214",10.75,30,"c","B2",31.45901209,0.00218465361736111,0.0601925632546528,"RWW146",6,168
"215",11,30,"c","B2",30.04927212,0.00208675500833333,0.0622793182629861,"RWW146",6,168
"216",11.25,30,"c","B2",28.48845298,0.00197836479027778,0.0642576830532639,"RWW146",6,168
"217",11.5,30,"c","B2",26.59258837,0.00184670752569444,0.0661043905789583,"RWW146",6,168
"218",11.75,30,"c","B2",25.05928536,0.00174022815,0.0678446187289583,"RWW146",6,168
"219",12,30,"c","B2",23.14157775,0.00160705401041667,0.069451672739375,"RWW146",6,168
"220",12.25,30,"c","B2",21.54387562,0.00149610247361111,0.0709477752129861,"RWW146",6,168
"221",12.5,30,"c","B2",19.61887301,0.00136242173680556,0.0723101969497917,"RWW146",6,168
"222",12.75,30,"c","B2",18.08702667,0.00125604351875,0.0735662404685417,"RWW146",6,168
"223",13,30,"c","B2",16.57019085,0.00115070769791667,0.0747169481664583,"RWW146",6,168
"224",13.25,30,"c","B2",15.05411953,0.00104542496736111,0.0757623731338194,"RWW146",6,168
"225",13.5,30,"c","B2",13.66602433,0.000949029467361111,0.0767114026011806,"RWW146",6,168
"226",13.75,30,"c","B2",12.4190794,0.000862436069444444,0.077573838670625,"RWW146",6,168
"227",14,30,"c","B2",11.34050785,0.000787535267361111,0.0783613739379861,"RWW146",6,168
"228",14.25,30,"c","B2",10.35584028,0.000719155575,0.0790805295129861,"RWW146",6,168
"229",14.5,30,"c","B2",9.527876316,0.0006616580775,0.0797421875904861,"RWW146",6,168
"230",14.75,30,"c","B2",8.860319541,0.000615299968125,0.0803574875586111,"RWW146",6,168
"231",15,30,"c","B2",8.268870845,0.000574227142013889,0.080931714700625,"RWW146",6,168
"232",15.25,30,"c","B2",7.784437888,0.000540585964444444,0.0814723006650694,"RWW146",6,168
"233",15.5,30,"c","B2",7.392882533,0.000513394620347222,0.0819856952854167,"RWW146",6,168
"234",15.75,30,"c","B2",7.01369354,0.000487062051388889,0.0824727573368056,"RWW146",6,168
"235",16,30,"c","B2",6.67458644,0.000463512947222222,0.0829362702840278,"RWW146",6,168
"236",16.25,30,"c","B2",6.390309737,0.000443771509513889,0.0833800417935417,"RWW146",6,168
"237",16.5,30,"c","B2",6.131526608,0.000425800458888889,0.0838058422524306,"RWW146",6,168
"238",16.75,30,"c","B2",5.897651915,0.000409559160763889,0.0842154014131944,"RWW146",6,168
"239",17,30,"c","B2",5.650322138,0.000392383481805556,0.084607784895,"RWW146",6,168
"240",17.25,30,"c","B2",5.41574648,0.000376093505555556,0.0849838784005556,"RWW146",6,168
"241",17.5,30,"c","B2",5.214347852,0.000362107489722222,0.0853459858902778,"RWW146",6,168
"242",17.75,30,"c","B2",5.047288977,0.000350506178958333,0.0856964920692361,"RWW146",6,168
"243",18,30,"c","B2",4.899477596,0.000340241499722222,0.0860367335689583,"RWW146",6,168
"244",18.25,30,"c","B2",4.694069408,0.000325977042222222,0.0863627106111806,"RWW146",6,168
"245",18.5,30,"c","B2",4.584078065,0.000318338754513889,0.0866810493656944,"RWW146",6,168
"246",18.75,30,"c","B2",4.46239412,0.000309888480555556,0.08699093784625,"RWW146",6,168
"247",19,30,"c","B2",4.375124274,0.000303828074583333,0.0872947659208333,"RWW146",6,168
"248",19.25,30,"c","B2",4.210115308,0.000292369118611111,0.0875871350394444,"RWW146",6,168
"249",19.5,30,"c","B2",4.123365976,0.000286344859444444,0.0878734798988889,"RWW146",6,168
"250",19.75,30,"c","B2",4.058268897,0.000281824228958333,0.0881553041278472,"RWW146",6,168
"251",20,30,"c","B2",3.962044906,0.000275142007361111,0.0884304461352083,"RWW146",6,168
"252",20.25,30,"c","B2",3.903772943,0.000271095343263889,0.0887015414784722,"RWW146",6,168
"253",20.5,30,"c","B2",3.821901275,0.000265409810763889,0.0889669512892361,"RWW146",6,168
"254",20.75,30,"c","B2",3.776148975,0.000262232567708333,0.0892291838569444,"RWW146",6,168
"255",21,30,"c","B2",3.755577271,0.000260803977152778,0.0894899878340972,"RWW146",6,168
"256",21.25,30,"c","B2",3.721036533,0.000258405314791667,0.0897483931488889,"RWW146",6,168
"257",21.5,30,"c","B2",3.669524383,0.000254828082152778,0.0900032212310417,"RWW146",6,168
"258",21.75,30,"c","B2",3.619324569,0.000251341983958333,0.090254563215,"RWW146",6,168
"259",22,30,"c","B2",3.554133124,0.000246814800277778,0.0905013780152778,"RWW146",6,168
"260",22.25,30,"c","B2",3.553644537,0.000246780870625,0.0907481588859028,"RWW146",6,168
"261",22.5,30,"c","B2",3.471925167,0.000241105914375,0.0909892648002778,"RWW146",6,168
"262",22.75,30,"c","B2",3.432273395,0.000238352319097222,0.091227617119375,"RWW146",6,168
"263",0.75,31,"a","B2",0.681556474,4.73303106944444e-05,4.73303106944444e-05,"RWW146",6,0
"264",1,31,"a","B2",0.347305942,2.41184681944444e-05,7.14487788888889e-05,"RWW146",6,0
"265",1.25,31,"a","B2",1.203825524,8.35989947222222e-05,0.000155047773611111,"RWW146",6,0
"266",1.5,31,"a","B2",2.140566822,0.00014865047375,0.000303698247361111,"RWW146",6,0
"267",1.75,31,"a","B2",3.310078839,0.000229866586041667,0.000533564833402778,"RWW146",6,0
"268",2,31,"a","B2",4.679519724,0.0003249666475,0.000858531480902778,"RWW146",6,0
"269",2.25,31,"a","B2",6.549984865,0.000454860060069444,0.00131339154097222,"RWW146",6,0
"270",2.5,31,"a","B2",8.497663849,0.000590115545069444,0.00190350708604167,"RWW146",6,0
"271",2.75,31,"a","B2",9.856671552,0.00068449108,0.00258799816604167,"RWW146",6,0
"272",3,31,"a","B2",11.19370712,0.000777340772222222,0.00336533893826389,"RWW146",6,0
"273",3.25,31,"a","B2",13.18608373,0.000915700259027778,0.00428103919729167,"RWW146",6,0
"274",3.5,31,"a","B2",15.15337903,0.00105231798819444,0.00533335718548611,"RWW146",6,0
"275",3.75,31,"a","B2",17.51097086,0.00121603964305556,0.00654939682854167,"RWW146",6,0
"276",4,31,"a","B2",20.34427944,0.00141279718333333,0.007962194011875,"RWW146",6,0
"277",4.25,31,"a","B2",23.85471878,0.00165657769305556,0.00961877170493055,"RWW146",6,0
"278",4.5,31,"a","B2",26.68190535,0.00185291009375,0.0114716817986806,"RWW146",6,0
"279",4.75,31,"a","B2",30.2394924,0.00209996475,0.0135716465486806,"RWW146",6,0
"280",5,31,"a","B2",33.09552451,0.00229830031319444,0.015869946861875,"RWW146",6,0
"281",5.25,31,"a","B2",37.3273324,0.00259217586111111,0.0184621227229861,"RWW146",6,0
"282",5.5,31,"a","B2",40.32614995,0.00280042707986111,0.0212625498028472,"RWW146",6,0
"283",5.75,31,"a","B2",43.26483616,0.00300450251111111,0.0242670523139583,"RWW146",6,0
"284",6,31,"a","B2",44.98977119,0.00312428966597222,0.0273913419799306,"RWW146",6,0
"285",6.25,31,"a","B2",46.32173309,0.00321678702013889,0.0306081290000694,"RWW146",6,0
"286",6.5,31,"a","B2",47.43036698,0.00329377548472222,0.0339019044847917,"RWW146",6,0
"287",6.75,31,"a","B2",48.23016448,0.00334931697777778,0.0372512214625694,"RWW146",6,0
"288",7,31,"a","B2",48.71930428,0.00338328501944444,0.0406345064820139,"RWW146",6,0
"289",7.25,31,"a","B2",48.58817629,0.00337417890902778,0.0440086853910417,"RWW146",6,0
