"","Time","rep","exp","variable","value","strain","inoc","drytime"
"1",0.823759171111111,8.1,"t0","B2",0.001252044332,"11082",5,0
"2",1.07375917111111,8.1,"t0","B2",0.001899982901,"11082",5,0
"3",1.32375917111111,8.1,"t0","B2",0.001773356278,"11082",5,0
"4",1.57375917111111,8.1,"t0","B2",0.001813183182,"11082",5,0
"5",1.82375917111111,8.1,"t0","B2",0.001904997127,"11082",5,0
"6",2.07375917111111,8.1,"t0","B2",0.002301027277,"11082",5,0
"7",2.32375917111111,8.1,"t0","B2",0.003066071222,"11082",5,0
"8",2.57375917111111,8.1,"t0","B2",0.004439389188,"11082",5,0
"9",2.82375917222222,8.1,"t0","B2",0.006666991045,"11082",5,0
"10",3.07375917222222,8.1,"t0","B2",0.00943069991,"11082",5,0
"11",3.32375917222222,8.1,"t0","B2",0.01168610322,"11082",5,0
"12",3.57375917222222,8.1,"t0","B2",0.01373365773,"11082",5,0
"13",3.82375917222222,8.1,"t0","B2",0.01732387706,"11082",5,0
"14",4.07375917222222,8.1,"t0","B2",0.02083673634,"11082",5,0
"15",4.32375917222222,8.1,"t0","B2",0.02482352178,"11082",5,0
"16",4.57375917222222,8.1,"t0","B2",0.02997392964,"11082",5,0
"17",4.82375917222222,8.1,"t0","B2",0.03657424113,"11082",5,0
"18",5.07375917222222,8.1,"t0","B2",0.04247778774,"11082",5,0
"19",5.32375917222222,8.1,"t0","B2",0.04686411149,"11082",5,0
"20",5.57375917222222,8.1,"t0","B2",0.05106263704,"11082",5,0
"21",5.82375917222222,8.1,"t0","B2",0.05489743209,"11082",5,0
"22",6.07375917222222,8.1,"t0","B2",0.05823113744,"11082",5,0
"23",6.32375917222222,8.1,"t0","B2",0.05952350963,"11082",5,0
"24",6.57375917222222,8.1,"t0","B2",0.05830123224,"11082",5,0
"25",6.82375917222222,8.1,"t0","B2",0.05882259004,"11082",5,0
"26",7.07375917222222,8.1,"t0","B2",0.05813466368,"11082",5,0
"27",7.32375917222222,8.1,"t0","B2",0.05608104302,"11082",5,0
"28",7.57375917222222,8.1,"t0","B2",0.0536957403,"11082",5,0
"29",7.82375917222222,8.1,"t0","B2",0.05267663093,"11082",5,0
"30",8.07375917222222,8.1,"t0","B2",0.05088847729,"11082",5,0
"31",8.32375917222222,8.1,"t0","B2",0.0481836012,"11082",5,0
"32",8.57375917222222,8.1,"t0","B2",0.04488786237,"11082",5,0
"33",8.82375917222222,8.1,"t0","B2",0.04137928114,"11082",5,0
"34",9.07375917222222,8.1,"t0","B2",0.03723334518,"11082",5,0
"35",9.32375917222222,8.1,"t0","B2",0.03320816655,"11082",5,0
"36",9.57375917222222,8.1,"t0","B2",0.02836910753,"11082",5,0
"37",9.82375917222222,8.1,"t0","B2",0.0244481555,"11082",5,0
"38",10.0737591722222,8.1,"t0","B2",0.02126304776,"11082",5,0
