Time	B2	B3	B4	B5	B6	B7
2855.753400570643	1.4163941693205844	2.2075722118504113	0.93318568777715516	0.16513844097901961	-2.0743673981447515	-1.2264346405803868
3755.753400570643	0.83024183669430363	1.4505311735978499	-0.2742102068579359	-0.71273135121529818	-2.164293056867499	-1.6275020990632847
4655.753400570643	0.84703344696222227	1.3841246113604475	-0.75649501957594967	-0.99133775229086374	-2.0407889482236881	-1.4978923914851761
5555.753400570643	0.87500378667948753	1.2692604860197816	-1.0651756642491439	-1.1337828654029167	-2.0413941259866708	-1.456268850930212
6455.753400570643	0.95046364801141936	1.1808316787879551	-1.2915982015765404	-1.207992290947846	-2.038372073222777	-1.4472564960493881
7355.753400570643	1.1064889516780723	1.0986160521077584	-1.4522734721284782	-1.1800193835025474	-2.0138383458869531	-1.4604130601580931
8255.7534005706439	1.3364366092991198	1.0539769801436303	-1.5867480061095169	-1.0142922747955616	-2.0193607586817084	-1.4580694031561932
9155.7534005706439	1.7199140577116305	1.0569221483896132	-1.6562727721141857	-0.70746670148963842	-1.9845798158011723	-1.4444143050664879
10055.753400570644	2.3739909019999264	1.0459769776384538	-1.7073268687097885	-0.20024225606161653	-1.9246182831695418	-1.4255941113883772
10955.753400570644	3.3854661759905711	1.0931621127379825	-1.7256134917101125	0.65820581915622722	-1.8320625122079735	-1.3919234663585942
11855.753400570644	4.7309871305036051	1.1605314727702045	-1.7229603947397683	1.9666165907348039	-1.7439593973406602	-1.3549748362840173
12755.753400570644	6.4101288528904581	1.2450865758294898	-1.728789375025324	3.9954965478806428	-1.6416982797441475	-1.321561854265112
13655.753400570644	8.0149251416944285	1.397939656040937	-1.6983176491064784	6.1869153486201789	-1.5041618125326501	-1.2867486689230805
14555.753400570644	8.70879636858241	1.5805402054687292	-1.6697627922739451	7.5402489161685553	-1.3107829771807529	-1.2353627817884336
15455.753400570644	9.7524974863952725	1.8636760083805652	-1.6374295193642894	8.6363460659124769	-0.99803176395771	-1.176550510309889
16355.753400570644	11.158559678321916	2.2825760433226607	-1.5899967194336633	10.083132630592671	-0.59462116383184482	-1.1171337887652346
17255.753400570644	13.235374296891445	2.821756395835942	-1.5222542354438136	11.988282103327927	0.021763370663851849	-1.0741008192540031
18155.753400570644	16.044949323536578	3.5724591037004396	-1.438629155450591	14.552671044209308	0.975966292786862	-1.0033625724617494
19055.753400570644	19.517123474942313	4.6371088091259889	-1.3339554079741347	17.502548732384877	2.383421126591815	-0.926747276236718
19955.753400570644	23.500709862015743	5.9860441896532341	-1.1639021252488866	20.678897184690438	3.6857079089371321	-0.80970299413987024
20855.753400570644	28.449230713927239	7.471445267005417	-0.952289578452168	23.941348962643783	5.0910613227348884	-0.65532803464985911
21755.753400570644	33.646073894312217	8.6592089705530526	-0.69435603854431771	27.23552712931275	6.9432965209770057	-0.4336564068078485
22655.753400570644	38.3357475911377	9.8878742009135969	-0.34359781313656751	30.945561759333842	9.0252089330876775	-0.11671918149592739
23555.753400570644	43.627649465791428	11.352296877834441	0.1495115888759373	34.643204347921461	11.303819313636947	0.33849991865842682
24455.753400570644	48.391817348665612	13.146783671951669	0.88658584813556318	38.442237084568639	13.427938215132272	0.79727995940878837
25355.753400570644	53.04205400655475	15.834443848579287	1.9330332881154404	42.167271039599058	15.7773767477084	1.447706220328939
26255.753400570644	55.426127846624311	18.765153642079028	3.2839145299517769	44.875043693676915	18.398950532279873	2.292236533353579
27155.753400570644	55.184153310004717	21.2920857318253	4.63481594419492	46.940066672101011	21.047979468426576	3.47546144105719
28055.753400570644	54.418352427070879	24.106641892695606	5.9470582887632615	47.490525858068018	23.819843938011648	5.2138401167324622
28955.753400570644	53.464454792957945	27.12223407574584	7.1727081940308413	47.665482498075157	26.869986463550145	7.3080547599523342
29855.753400570644	52.852604074137489	30.820598737146025	8.6716194909501674	47.571768489384617	30.110681961057484	9.271183109949563
30755.753400570644	52.579049025969347	34.837646242014884	10.5736404030881	46.874750767733516	33.394949526560993	11.193002419641106
31655.753400570644	53.079911433958976	39.424283146929533	12.828004924730054	46.588590961869883	37.004696055759567	14.320269228656974
32555.753400570644	52.061313167885444	43.743029972360496	15.270076797986794	46.51790971656488	40.78460115461958	15.889999436857121
33455.75340057064	50.837517238183985	47.970057207092118	17.732554744113539	46.284299806775884	44.2264446019854	18.300270389944366
34355.75340057064	50.327106678713868	51.190217719488842	20.536700174426155	45.567337406033253	47.026115953916339	21.159444152220878
35255.75340057064	48.11301793001337	53.601662041580568	23.591144793935829	45.832955413045383	48.578703393849423	24.883912837195961
36155.75340057064	46.706695920035706	54.528640593165527	26.750167782631724	44.372481238674929	49.392971819612924	28.648886359872822
37055.75340057064	43.9011804692293	54.458186190756706	30.302419676229061	42.89481763088888	49.182221517373947	32.081804857562787
37955.75340057064	41.985330930485617	54.412842750865174	34.035991191847707	40.901118385027374	48.902982590419235	37.226600535738775
38855.75340057064	39.182001931453932	53.092225097074831	37.3210561498915	39.155739305571565	48.830776109811374	42.024254674914765
39755.75340057064	36.548549736589244	53.097347856788822	40.6207655748539	37.084883865837973	49.395284810166032	45.257280418152128
40655.75340057064	34.518204547823416	53.217234142848788	43.471923946229275	34.913705203069505	49.551147675443787	49.55358546220598
41555.75340057064	32.515516009170504	52.374457723334451	45.8590321248725	32.355001971021935	49.008445477365953	52.716307913550253
42455.75340057064	30.362198811098384	51.271876014651738	46.872623435135232	29.56573505411809	49.157269484307371	55.105838031090407
43355.75340057064	28.230873611578122	50.296657048695387	47.028426712214404	27.140580697997407	48.233265345630372	56.489768607959029
44255.75340057064	26.249686289942542	48.442650340548319	47.293259465769253	24.958547127142008	46.261570780458626	56.542470088047956
45155.75340057064	24.342997556471456	45.728802660662026	47.074769717054608	23.539120812706358	44.35706756468629	53.045376427172293
46055.75340057064	22.822388471436529	42.809235773827005	46.7779787745901	22.430693217540124	42.202037138262348	53.788981857710731
46955.75340057064	21.319544120475847	38.956696234101841	46.97648316615976	21.311655163456351	39.111997593364926	53.120546021287659
47855.75340057064	19.956031005793317	35.053836994835329	45.946991740878971	20.26662109398568	36.474140803612137	53.569239167399608
48755.75340057064	18.759895932615624	32.230097776015967	45.097363912690049	19.367261174577411	33.252420854890673	53.6134075890949
49655.75340057064	17.753907827889979	30.573515182489022	44.478594931254833	18.138985793675584	30.191034860749159	52.771717555816686
50555.75340057064	16.88122518664953	28.65604758366964	43.874887727910931	17.091931842722982	27.52942899515115	51.138642640968918
51455.75340057064	16.056669702110952	26.600408922972669	41.795509913809646	16.230783477313292	25.087640721687404	48.29072831442911
52355.75340057064	15.295961503434988	24.580273746888956	40.124529975521341	15.575772250383086	22.884020264102016	43.527639368417091
53255.75340057064	14.624429675068466	22.89432229653988	37.802626196890756	15.09941461248105	21.199881269607218	38.794452452170255
54155.75340057064	14.001023516373802	21.489032115450559	35.077652351306959	14.766268767954252	19.965632659720864	33.215012219704484
55055.75340057064	13.436205402196919	20.320355199840172	31.710461257595959	14.393748745005555	19.056555434127343	27.813064040292815
55955.75340057064	12.919656890830968	19.357534197054921	28.751752197250212	14.098963909634701	18.189200292226193	23.709061017429175
56855.75340057064	12.472134568143845	18.438885759008897	25.041388085085973	13.734094361230493	17.283928794158367	20.884777405645671
57755.75340057064	12.087963936852228	17.623391081041145	22.034576554351069	13.436086612430405	16.374252857651783	18.678996628060236
58655.75340057064	11.731163093325586	16.939013894154471	20.442348693277371	13.173730137200977	15.362158903788087	17.043873381023264
59555.75340057064	11.39959031963715	16.321707786047195	18.665554113005559	12.905814565633012	14.663748776087742	15.843453360566628
60455.75340057064	11.12165390851974	15.722852419235526	17.141516346731702	12.632988822796841	14.293528160195793	14.884840982948013
61355.75340057064	10.873064880837642	15.148372674602413	15.815835275259387	12.345158811895992	13.958536021170986	14.191117060689425
62255.75340057064	10.629995745041605	14.59284648754057	14.761205792470062	12.084302852298658	13.821675148575356	13.700302255000572
63155.75340057064	10.428344750479354	14.131116796546353	13.94635019875067	11.855948484265175	13.646561087327061	13.305122276244131
64055.75340057064	10.262302934867357	13.612923959518229	13.262589890195013	11.589038690814647	13.435897871341123	13.063531320545371
64955.75340057064	10.080596203426584	13.170707129696522	12.617059283411177	11.387112004619139	13.261681942807433	12.849143784937727
65855.75340057064	9.9662498070993966	12.733473333596828	12.071108011668617	11.192053458773133	12.978285653510667	12.703652390716481
66755.75340057064	9.8314036097693442	12.327682930323798	11.480157681050583	11.010323324703075	12.745890441659512	12.541107314100861
67655.75340057064	9.7270007048478124	11.946889363252742	10.936575532633208	10.827579788317921	12.539159084705867	12.432616852937452
68555.75340057064	9.6297203185477027	11.617538707082067	10.430422286560447	10.65103185485828	12.310647478966398	12.302137508105117
69455.75340057064	9.5440691345629673	11.306458141408049	9.99967706008069	10.567886489221412	12.080731000643679	12.180717358200532
70355.75340057064	9.4584363160295961	11.0271117005553	9.61693288774516	10.434602854549505	11.884472161765228	12.02742469086043
71255.75340057064	9.4098644965891083	10.764379647536273	9.2646144545229046	10.300738215238532	11.710363965255212	11.838228401254128
