Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	2.139435602	-8.203798972	1.193469787	1.196730636	3.174969072	0.637004157	-0.106741822	4.244899672	2.519836687	1.468538516	3.676286202	3.353607785	0.017667454	8.802546951	-3.208523597	1.225434808	3.358530101	-1.659083708	4.313219688	3.35022295
3600	0.743927751	-8.798429498	-0.685240061	-0.893653001	0.59071864	0.420475618	-2.109636692	0.878964329	-0.535954352	-1.206308429	0.883931676	0.160576558	-2.271289771	3.86045176	-4.999146423	0.439119961	0.925976931	-3.341366075	1.371156728	1.489456057
4500	1.450374602	-7.488640038	-0.515638164	-0.584427991	0.280222854	2.457361949	-1.501469222	0.620471739	-0.418416136	-1.094708617	0.750083254	0.180191772	-1.708962023	3.408312833	-4.035372667	1.434685686	0.91952562	-3.117558031	1.287442248	1.70142037
5400	2.306547464	-6.565215761	-0.374352666	-0.479868401	0.018297934	5.394233201	-0.924660384	0.461610479	-0.372407216	-1.037339544	0.944710174	0.319826646	-1.441245889	3.138688903	-3.357344597	2.596488025	0.986973453	-3.002642655	1.210712759	1.832420117
6300	3.39587097	-5.769830996	-0.303259059	-0.330197177	-0.214444974	7.787489192	-0.303900132	0.409545426	-0.329458076	-0.992773815	1.462060712	0.530717506	-1.262690566	2.88649378	-2.854387513	4.330910756	1.235045229	-2.929323272	1.105521462	1.881397503
7200	4.697359888	-5.098974213	-0.20290056	-0.31982216	-0.363892826	7.888716317	0.425283359	0.382071152	-0.328772776	-0.956336522	2.175641391	0.733254758	-1.151452853	2.667644639	-2.488064685	6.907488119	1.588131587	-2.830550175	1.048203046	1.925810978
8100	6.364241675	-4.417965669	-0.171490639	-0.256063363	-0.510499447	10.24001104	1.602847873	0.424380408	-0.291265904	-0.944508245	3.4076076	0.996960816	-0.974940176	2.524247118	-2.190947918	8.587949636	2.009716675	-2.677161142	1.030046374	1.937316565
9000	7.52781517	-3.784662159	-0.155410641	-0.252689766	-0.591916201	14.27103698	3.442820776	0.610130852	-0.241021455	-0.898463367	4.925124354	1.349658395	-0.935659046	2.349882884	-1.887250229	8.740916464	2.584038048	-2.564638743	0.94698176	1.957490791
9900	7.725772698	-3.123571184	-0.034718947	-0.095820891	-0.650070979	19.8104093	6.263889168	0.919452613	-0.161487265	-0.852456633	6.046975204	1.815867434	-0.792635668	2.275818776	-1.61248169	10.40909447	3.326566885	-2.376813383	0.967569652	1.976399321
10800	8.725931929	-2.365163101	0.054808768	-0.103618845	-0.678377275	26.67149535	9.254481619	1.41921238	-0.057706684	-0.8004485	6.404108276	2.270177754	-0.600875563	2.146292321	-1.341882119	13.14214985	4.42101035	-2.086204985	0.979952244	1.948755361
11700	10.05173619	-1.449376042	0.179575301	0.039473416	-0.660366048	33.08656091	10.96496409	2.034673772	0.091749072	-0.727878191	7.489051001	2.841946563	-0.469641899	2.139795289	-1.155841079	15.71654433	5.89693746	-1.767744042	1.033234309	2.008990427
12600	12.21102303	-0.393483716	0.394637825	0.116673675	-0.693434194	40.6005722	14.31406889	3.047225925	0.285014734	-0.637871613	9.013203401	3.502119334	-0.257846061	2.101037242	-0.991519016	19.47889587	7.888647574	-1.357800854	1.086558469	2.021120133
13500	15.23085536	0.990135909	0.67962265	0.218939942	-0.671134171	47.43445777	19.36348677	4.63433522	0.561817617	-0.579958956	11.21687658	4.523360836	-0.05466172	2.081181547	-0.762127779	22.41597714	9.631026863	-0.777052143	1.1823913	2.06339606
