Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	4.8827194	9.56617308	4.881236529	3.734916771	-1.904187847	7.702203993	11.09305325	5.533763264	5.025007435	3.788348911	2.751505119	8.03712173	3.394860869	6.034613089	4.889207803	1.512996341	8.319471187	5.175570855	6.55116479	6.461040225
3600	2.918043587	4.749606804	1.940684819	1.078640769	-5.839592666	6.310086822	5.997766902	1.729771895	1.117183189	-0.304288942	0.536069506	3.628655474	-0.483850339	1.452317948	1.162164168	0.205870588	4.067099805	1.911163626	2.867384108	3.014524569
4500	3.437108028	3.531312745	1.403064599	0.545811994	-5.467245438	7.803618384	5.453694206	1.327013751	0.67007229	-0.568541704	1.370641815	2.878583261	-0.387377758	1.001410498	0.971022325	1.678183156	3.16213026	1.722397215	1.947917098	2.224723199
5400	4.349179345	2.774079978	0.960529937	0.163334495	-5.272913566	9.335890095	5.404701802	0.999692798	0.385249103	-0.69565799	2.139488078	2.302983417	-0.360885194	0.575229835	0.828809883	3.389246046	2.546167798	1.475365799	1.214335334	1.778977469
6300	5.44098246	2.261044876	0.675088141	-0.054106565	-5.296697405	10.37303257	5.115390221	0.796013605	0.239689773	-0.737931743	2.914137204	1.898346537	-0.385008509	0.273109244	0.627379392	5.271341904	2.26961646	1.283995743	0.783256192	1.528101688
7200	6.373800645	1.986840211	0.404036681	-0.141279821	-5.215123358	12.03002758	5.359274531	0.770548847	0.137045075	-0.812339308	3.630879918	1.556196512	-0.443039737	0.029417889	0.481042575	6.408546099	2.199794105	1.145906589	0.397458856	1.295029463
8100	7.138169569	1.87555911	0.265876272	-0.114091655	-5.106617712	14.34173751	6.361260292	0.906257168	0.099006277	-0.878373951	4.602948735	1.47901434	-0.489102887	-0.163357077	0.330016789	7.728297402	2.33857067	1.035048934	0.147994653	1.023524835
9000	7.929280291	1.94082892	0.14958896	-0.176098187	-5.094406171	17.39587255	7.807374843	1.293373923	0.129964702	-0.854682476	5.617281175	1.428368444	-0.475824315	-0.286731669	0.219302243	9.163595719	2.753201689	0.9784122	-0.034312166	0.859255674
9900	8.49805016	2.092147394	0.118247607	-0.228472576	-5.102966656	20.85113132	9.058563508	2.01224958	0.183574393	-0.906978598	6.275390411	1.574488183	-0.406313519	-0.345159565	0.155328999	10.52248123	3.064732171	1.006361753	-0.134203002	0.726005949
10800	9.11783433	2.4287235	0.141328663	-0.141604797	-5.000489382	24.96014254	10.5009604	3.117507763	0.348971742	-0.875323342	6.898224667	1.852159873	-0.350738235	-0.383398514	0.05734493	12.22898837	3.537751244	1.079229861	-0.184860354	0.575913727
11700	9.948878642	2.953553005	0.226750604	-0.066338588	-4.95504929	29.99369347	12.44208912	4.496219865	0.565820372	-0.845389869	7.613148934	2.148920039	-0.259804133	-0.434134552	-0.004958782	14.06343514	4.357316562	1.251509055	-0.286206355	0.502429476
12600	11.03777884	3.653716632	0.411592172	-0.104550112	-4.920319743	35.96215472	14.95329582	6.17281921	0.912401868	-0.807874482	8.521089076	2.691404396	-0.057371171	-0.387138589	0.030492588	16.22331067	5.647265903	1.619161733	-0.268181779	0.418466508
13500	12.36853435	4.461247135	0.578070524	-0.012235568	-4.837964921	40.23494625	17.96897006	7.686555337	1.455832358	-0.67320713	9.547659288	3.418634887	0.065674913	-0.384633822	-0.049553259	18.65869459	6.558873931	2.138116495	-0.247177271	0.353516702
14400	14.0888845	5.21554917	0.822710211	0.067936288	-4.848926261	43.75957409	21.48957824	9.06312297	2.2194583	-0.611350748	10.77475864	4.374834724	0.274325	-0.346127943	-0.015112986	21.15099295	7.480205924	2.886200232	-0.173981081	0.303964027
15300	16.1884807	6.240283404	1.228283315	0.256693272	-4.725010601	46.54470818	26.21446633	11.60642173	3.278601336	-0.475005704	12.19429276	5.616550976	0.507578129	-0.230722772	-0.018986197	23.4750359	8.747193408	3.84398618	-0.053059456	0.204796702
16200	18.11364624	7.494330519	1.733428299	0.32355849	-4.6897606	46.4221925	31.69014136	14.23482621	4.409595685	-0.294934613	13.72154043	6.819279322	0.786247685	-0.166691377	0.021589988	26.0107166	10.06486926	4.800448611	0.05998169	0.167888017
17100	19.81335327	8.594466334	2.41662105	0.544956667	-4.548754319	45.68589744	37.20643114	17.30446875	5.91436367	0.044138972	15.46463598	7.864471036	1.097649237	-0.044887911	-0.013545809	28.38185051	11.64398952	5.975921094	0.347284195	0.161153374
18000	21.70404971	9.292973517	3.318420081	0.803943956	-4.451694584	44.27095721	42.20766412	20.87469487	7.65957476	0.459410817	17.41276296	8.971219281	1.451030613	0.081786972	0.035420862	30.81649863	13.54686935	7.105961236	0.67279448	0.148157368
18900	23.88358819	10.14480255	4.480626251	1.051967371	-4.326142471	43.21266531	45.31900074	24.80764536	9.514424282	1.078036368	19.10495113	9.841705502	1.912980861	0.280505523	0.105008226	33.05080461	15.9204621	8.184647935	1.119876471	0.217512907
19800	26.05103059	11.23247972	5.811822391	1.395175101	-4.134461746	42.55508349	48.26121873	29.14183184	11.32981824	1.934468034	21.00141977	10.7835426	2.367488805	0.474585277	0.207223672	34.57570987	18.42142258	9.475721154	1.857620287	0.25718088
20700	28.27926297	12.3852427	7.221511589	1.762563689	-4.000772781	41.42291239	49.97554989	33.638235	13.52110941	2.910940527	23.05379185	11.86690833	2.871735651	0.701829769	0.272856188	35.49752203	21.13935778	11.05496078	2.754965845	0.356219494
21600	30.4080296	13.75974444	8.893669145	2.281107148	-3.842823976	40.6305939	50.75050656	38.20327537	16.26521297	3.956994913	25.35365547	12.86154303	3.509779508	0.944918112	0.368675978	36.47371314	23.87555525	12.86253382	3.853336494	0.4349407
22500	31.88847552	15.44603636	10.55361319	2.876796862	-3.627966693	39.27435113	50.87676673	42.73059612	19.18953353	5.00194873	27.593256	14.02171199	4.226707049	1.21659702	0.51609711	36.03827437	26.6237252	14.87641539	5.062306569	0.606097531
23400	34.00782267	17.14293539	12.12951967	3.585639864	-3.436442874	38.44055326	49.77844017	47.43963124	22.51310106	6.322249686	30.01248771	15.41688939	5.049500899	1.515247709	0.620586453	37.90666885	29.60447095	16.84335388	6.526180901	0.875361394
24300	36.66008746	18.614085	13.41876105	4.49413867	-3.209142417	37.51432178	48.45480288	49.39080412	25.78825624	7.918015854	31.95873155	17.15732485	5.943462585	1.813884707	0.804609283	36.82124036	31.88172397	18.96813168	7.586370073	1.205688909
25200	38.1936374	20.30551494	14.7584707	5.603925357	-2.970950763	36.40033746	47.77754738	50.28859634	29.31809678	9.731597104	33.8621964	18.5832308	6.903775163	2.082930292	0.937099856	36.78363599	34.39384549	21.12922326	8.700494752	1.679561301
26100	38.19192263	22.0648024	16.39263384	6.821641375	-2.648814398	34.98445169	46.33716264	48.93050986	32.97401074	11.95244544	35.07590657	19.80561994	7.53637534	2.437441727	1.115647306	35.86500533	36.58803736	23.33980198	9.897016166	2.239096759
27000	37.58256231	23.9316414	18.12978709	8.108758593	-2.308118029	33.5634013	44.72887846	47.30748427	36.83636289	14.70561096	35.52546687	21.38481201	8.391019213	2.735103131	1.31818843	35.36839921	38.08584023	25.81992005	11.41379798	2.73989849
27900	37.44299438	25.7971718	20.08500635	9.473790572	-1.857604557	32.44990812	43.59107843	46.52208171	40.53186103	17.79376808	35.96611944	23.15957826	9.533564757	3.149336431	1.550674044	34.98924081	39.26007332	28.48128062	13.20027589	3.28190583
