Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	7.558350029	-1.038343321	3.202372259	3.243921501	-0.576747906	6.173177776	2.237438212	4.064567523	1.557076508	3.030336171	1.662130182	3.665715671	0.337128269	6.123224933	-2.63559788	-2.326551374	5.157768324	-1.022485567	3.264946205	2.1981752
3600	5.208319956	-2.631471925	1.731272167	0.201954876	-2.515528469	3.210969887	-0.893975304	1.063631516	-1.737316711	0.222061519	2.142193458	0.482161613	-2.479308789	2.691523874	-5.028397853	-1.79901226	1.741545352	-1.84351584	1.25916459	-1.2419735
4500	5.623268231	-1.854295567	1.129371809	0.044107696	-2.153760385	3.073501928	-0.643780812	0.771803444	-1.537705891	0.314404962	3.64336687	0.427170086	-1.922376152	2.309610687	-4.663654074	0.020347452	1.069160236	-1.238394725	1.070090657	-1.318366858
5400	6.48680482	-1.357957724	0.679947628	-0.096777632	-1.919460572	3.060950689	-0.551580157	0.497179748	-1.329538617	0.403819995	4.967953247	0.518809089	-1.651248006	1.933939096	-4.475559765	1.900500457	0.573899573	-0.862299547	0.877793666	-1.424546337
6300	7.872478839	-0.917807391	0.322329485	-0.197361453	-1.832510621	3.233273642	-0.490096395	0.209542529	-1.209970056	0.402774832	6.844933865	0.722273916	-1.473071828	1.702245101	-4.306835589	3.479459675	0.514200741	-0.662195102	0.738654571	-1.54171657
7200	8.636021393	-0.495865012	0.107940519	-0.350175081	-1.780228395	3.595725366	-0.409925974	0.049292759	-1.080962234	0.37095562	8.178508635	1.029415658	-1.290538491	1.51970516	-4.184185386	4.891555692	0.760590574	-0.461045652	0.589232584	-1.559032192
8100	8.721398481	-0.053021392	-0.065884789	-0.407163938	-1.755299268	4.257516502	-0.286361405	-0.087949711	-0.921985151	0.402726138	9.58014879	1.706285013	-1.129255453	1.451805105	-3.995156504	6.100213271	1.343086321	-0.291244054	0.537629433	-1.608040574
9000	9.223943719	0.544643858	-0.192339926	-0.523162472	-1.747073078	4.923859865	-0.177418937	-0.162977996	-0.877446501	0.437458132	11.40707407	2.788061659	-0.944851533	1.380243171	-3.851371785	7.672119099	2.516093059	-0.089432154	0.496217101	-1.629586719
9900	10.4852695	1.353714378	-0.218919466	-0.510387995	-1.720015942	5.701772832	0.001274529	-0.230228732	-0.718337346	0.419590753	13.72576942	4.061898866	-0.727566363	1.326333575	-3.654519553	9.764587771	3.864638762	0.111335344	0.449255189	-1.590235547
10800	12.24949933	2.541777966	-0.185036706	-0.58305114	-1.621594563	6.766741202	0.261740733	-0.201226424	-0.636328573	0.455201676	16.42924362	5.352452152	-0.390516073	1.299705362	-3.558402121	12.27713817	5.095207857	0.382331013	0.479281595	-1.642026477
11700	14.51204792	4.047705985	-0.067999782	-0.589788164	-1.54261298	7.932796413	0.562488679	-0.200464584	-0.541396585	0.471492056	19.69970793	6.920872301	0.085528056	1.335135123	-3.398292866	15.78569583	6.431637212	0.811456851	0.472861391	-1.606015836
12600	17.24225368	5.350475763	0.100277582	-0.57708975	-1.501987989	9.092490059	0.97188653	-0.147929827	-0.462093003	0.490648199	23.24272512	9.171942495	0.697158624	1.433690349	-3.273066086	20.34740625	7.969287219	1.365704129	0.525229113	-1.482517714
13500	20.63118669	6.627532004	0.400647245	-0.515068734	-1.389844616	10.38986773	1.546927837	-0.115124179	-0.357268373	0.500413007	27.6298914	11.20279943	1.728485326	1.621057065	-3.107628274	26.11932524	9.950411912	2.078548252	0.60935411	-1.473214106
