Time	B2	B3	B4	B5	B6	B7	C2	C3	C4	C5	C6	C7	D2	D3	D4	D5	D6	D7	E2	E3	E4	E5	E6	E7
3005.657417	7.106202214	-42.65006803	6.593112611	0.275198316	7.961953547	1.851540161	14.97331981	8.462874801	6.251235684	-4.659744729	5.952522341	-1.142893545	-6.037278957	-7.876268619	-0.119832951	5.249986302	-10.26048372	6.509117059	5.812759334	-15.09096341	-0.077719162	6.344487801	-1.057973546	1.820399021
3905.657417	6.796215018	-32.78701012	5.567387595	-0.004461145	6.516792821	1.678624413	12.92015669	6.237347872	4.931848929	-4.356317108	4.888359636	-1.406505308	-5.080089587	-6.793156265	-0.260741064	4.163684263	-7.080965909	5.708318541	4.795215326	-12.59999837	0.0141439	5.68626488	-0.722900129	1.299885646
4805.657417	6.768296205	-24.80980671	5.019296727	-0.134234969	5.706507242	1.150665238	11.50716504	4.896728742	4.06560605	-3.931707944	4.411705849	-1.256851709	-4.293042516	-5.757418132	-0.189517677	3.537268359	-5.517068881	4.827215366	4.179351012	-10.73728857	0.029179551	4.899310908	-0.443993138	1.047888918
5705.657417	6.717026016	-20.57551803	4.45549553	-0.153060779	5.054626758	0.865280905	10.631417	3.898304519	3.428141727	-3.58314357	4.037619177	-1.174178716	-3.656002207	-4.978680394	-0.166825593	3.091498637	-4.698124036	4.133753798	3.713653068	-9.467476388	-0.009020774	4.385164312	-0.359513478	0.854910648
6605.657417	6.691265532	-18.31850418	3.979837991	-0.06155833	4.510324833	0.725143375	10.02595595	3.229055539	2.937871824	-3.309257401	3.733525462	-1.155363165	-3.090311248	-4.415709863	-0.181345526	2.67633562	-4.119654818	3.524271126	3.363531636	-8.503857215	-0.025931567	3.954085881	-0.340058204	0.660693293
7505.657417	6.983754774	-16.83046617	3.545141226	0.009910197	4.075541267	0.616130488	9.842876648	2.733922058	2.53500367	-3.077470018	3.450543902	-1.099754732	-2.513429508	-3.913349907	-0.158370172	2.348314112	-3.727969203	3.073826162	3.1521693	-7.736386096	-0.07054845	3.679194804	-0.255783609	0.526838362
8405.657417	7.594741918	-15.60120613	3.280089257	0.243934587	3.70414233	0.589928707	10.07496239	2.4205856	2.256873439	-2.753791895	3.280445677	-1.056992448	-1.767449929	-3.508970437	-0.157252648	2.142423598	-3.375615818	2.723632664	3.008015145	-7.031353091	-0.045729565	3.496614721	-0.226707079	0.391498889
9305.657417	8.575251804	-14.59635787	3.047068031	0.642860772	3.404598051	0.562390493	10.47483517	2.202330648	2.02906862	-2.341971275	3.117291405	-1.003442762	-0.764596843	-3.088886971	-0.129414943	1.967139207	-3.032562	2.469911846	3.058237498	-6.480418752	-0.033847707	3.510598172	-0.198226812	0.261151819
10205.65742	9.786794837	-13.67118693	2.801743753	1.145388478	3.195625533	0.518023045	11.14233628	2.109026405	1.87559129	-1.779002267	3.010078597	-0.937338874	0.37266488	-2.686653187	-0.129257758	1.847083389	-2.77181445	2.253742258	3.185122189	-6.050407505	-0.00996502	3.622166466	-0.092373055	0.200040942
11105.65742	11.37462457	-12.8130872	2.700905994	1.759966921	3.030134723	0.62864648	12.20288466	2.212943705	1.733195717	-1.05117561	2.98361582	-0.896031976	1.358662441	-2.261067752	-0.046273124	1.749150873	-2.527434997	2.063518028	3.506364991	-5.563578113	0.05694309	4.040213179	-0.05206979	0.176426586
12005.65742	13.338198	-11.92325332	2.592689906	2.551420693	2.984227288	0.687211888	13.915968	2.512274256	1.681082534	-0.233378828	2.983405698	-0.854768175	2.470340533	-1.824537165	-0.002024843	1.712701763	-2.315859983	1.91904567	4.117382743	-5.168844187	0.148555706	4.795623878	0.062154591	0.119877971
12905.65742	15.76537915	-11.00267375	2.549240071	3.404437857	2.851751037	0.711417913	16.49228767	3.111656518	1.670902241	0.732403282	3.020242571	-0.778565779	4.06347699	-1.221128634	0.072599081	1.670638476	-2.113089587	1.76642005	4.792912806	-4.716314652	0.319395095	6.178865486	0.207358654	0.087229831
13805.65742	18.67141809	-9.983460044	2.542423424	4.269553613	2.883858673	0.782473053	18.37008851	3.94616397	1.667555022	1.83040466	3.117700713	-0.724232223	5.87155983	-0.502072692	0.163840989	1.657149144	-1.936674801	1.646451569	5.253156868	-4.310786348	0.374212535	7.274892486	0.424475637	0.067944048
