Time	B2	B3	B4	B5	B6	B7	C2	C3	C4	C5	C6	C7	D2	D3	D4	D5	D6	D7	E2	E3	E4	E5	E6	E7
2994.236359	-2.068951132	-3.287478198	-1.651067006	3.701195176	-3.251359823	-0.526566698	0.468343669	-1.717212154	-0.747323383	4.41930604	-2.718987588	-2.465761433	1.207860961	-1.072663893	1.175845703	-1.543539986	1.599752988	-0.686844687	1.657803228	-0.69659843	2.85997808	-3.120526523	0.200142111	-0.969295955
3894.236359	-1.23311533	-2.811641828	-1.474635839	2.750380033	-2.844937974	-0.417619719	1.155706223	-1.10478164	-0.589125751	3.421629208	-2.537827038	-1.968292953	2.120889324	-0.953437259	0.761066002	-0.972826975	1.177516138	-0.706051653	2.173320514	-0.440346505	2.606157163	-2.468673366	0.449802368	-0.904370148
4794.236359	-0.595831061	-2.453554107	-1.193714818	2.198861092	-2.430541311	-0.172579354	1.104547255	-0.758212357	-0.255017529	3.036539143	-2.193819853	-1.445946275	2.609887119	-0.660531895	0.553267068	-0.497049724	1.040698043	-0.661523759	2.631442086	-0.208693341	1.858245583	-1.819393196	0.499290571	-0.901531954
5694.236359	-0.157920674	-2.268328555	-0.952887229	1.885398361	-2.11058558	-0.033301016	1.132530224	-0.591720777	0.012195213	2.793746261	-1.955011558	-1.063334478	3.059141674	-0.478314461	0.441792506	-0.030501227	0.940840031	-0.48842853	3.066065184	-0.059273559	1.416668538	-1.228148954	0.614011558	-0.824556454
6594.236359	0.402467041	-2.056289407	-0.784215825	1.756883424	-1.871165126	0.101233276	1.195386162	-0.410287968	0.154664676	2.775408469	-1.674922899	-0.777929184	3.404728265	-0.28421801	0.444338522	0.469015008	0.855388422	-0.374711585	3.696819267	0.164116367	1.126528964	-0.565937418	0.760446342	-0.813742031
7494.236359	1.080515083	-1.892992089	-0.643224324	1.893693826	-1.606424819	0.19954904	1.35358992	-0.271781369	0.297016499	2.980808828	-1.428205349	-0.578291992	3.817069625	-0.109611331	0.426414373	1.116287066	0.836705025	-0.3413812	4.596606444	0.302582491	0.934613652	0.358072952	0.828400628	-0.73078836
8394.236359	2.056608299	-1.663558733	-0.531540298	2.299049922	-1.436245634	0.316211047	1.640595401	-0.177070499	0.382243159	3.486674421	-1.190736886	-0.346711751	4.449309027	0.030118146	0.430640007	2.158294061	0.958613218	-0.248417097	5.981662901	0.583652741	0.83909653	1.761528605	1.0044773	-0.663648943
9294.236359	3.624626235	-1.389717878	-0.402148722	3.078876836	-1.182885264	0.367959555	2.078384788	-0.013606694	0.507257626	4.46730975	-0.879620827	-0.219745184	5.269903631	0.261332266	0.462585338	3.547042609	1.052046409	-0.213339753	7.955698832	0.934718668	0.835913844	3.725164813	1.285847053	-0.616907742
10194.23636	6.077232418	-0.983159277	-0.325827067	4.386978099	-0.914351793	0.416944942	2.660918921	0.094020054	0.632760796	6.109928493	-0.460057624	-0.099407016	6.544965966	0.445037	0.526888362	5.523256855	1.309996205	-0.19871675	10.34534061	1.388939316	0.889889635	6.074493822	1.668467441	-0.558513989
11094.23636	7.993533061	-0.425905511	-0.118352192	6.297556642	-0.595265516	0.443872309	3.591305341	0.247831509	0.760662809	8.556972522	0.071295268	0.015957054	8.1560906	0.782009709	0.605211744	7.642657077	1.733456829	-0.106954062	11.12427235	2.076943099	0.974101295	7.804512175	2.246787753	-0.455377523
11994.23636	10.01526157	0.409808657	0.090365572	7.676445871	-0.144999854	0.50390446	4.964244568	0.476658491	0.866946634	10.08554546	0.764761333	0.120453079	9.149338771	1.185210631	0.672925125	8.265312046	2.328267682	0.038209259	13.69970358	3.250396285	1.143032224	9.830763976	3.145088765	-0.344608383
12894.23636	12.55400479	1.736644773	0.264497053	8.148995323	0.43174853	0.577880723	6.871035735	0.747367874	0.942234196	11.32228033	1.815378904	0.261429859	10.22865501	1.817900441	0.79201052	10.1155897	3.283496024	0.178280309	17.39150936	4.961726318	1.415181815	12.46698233	4.635581762	-0.136857016
13794.23636	16.56796139	3.930792822	0.57262241	10.27624329	1.346348913	0.728360291	8.3450991	1.150414924	1.133011714	14.56234876	3.339554262	0.498367595	11.31920239	2.643400602	1.018234658	13.14103104	4.948946015	0.398784716	20.86729524	7.229900656	1.875990534	15.55162829	7.069148769	0.23579738
14694.23636	18.77699095	6.316067767	1.137542865	13.24215178	2.771954602	0.869310955	9.604187409	1.688430242	1.468856767	19.24827212	5.020079383	0.896621831	13.23126304	3.999022725	1.421415866	16.97945406	7.535753131	0.812361043	24.93931251	8.348371811	2.604544074	19.76164742	9.893424722	0.837125151
