Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	-1.657284307	3.552581962	-0.82665574	4.510144663	8.174358268	2.083051314	7.099111732	3.524048665	-0.9695268	3.219999431	4.928459522	3.294197986	4.296046214	4.048612653	3.119808309	4.877575196	0.275237033	4.392443556	-1.155673588	4.292537494
3600	-1.050555678	0.857469466	-2.551418568	1.272630466	4.192032722	2.12125961	2.415616273	0.54952509	-3.319213499	0.420567174	3.637698138	0.462644798	0.33379388	0.376933973	-0.412144703	4.479410453	-0.595128335	1.114955986	-2.867340868	1.043329262
4500	1.892387405	1.016616981	-2.207595752	0.769860911	3.182986014	4.152047301	1.852214694	0.417288775	-3.017459984	0.384133399	5.923173771	1.049649449	0.000299563	0.172285706	-0.62383248	6.097128464	0.456905414	0.494911306	-2.38316823	0.493612843
5400	3.878734999	1.263058578	-2.048024157	0.496123125	2.406946569	5.936014262	1.825318813	0.350164732	-2.757517155	0.389769108	7.214737897	1.780982034	-0.198065615	0.04118926	-0.735725278	7.285550496	1.415409632	0.074511213	-2.058820502	0.120356554
6300	4.810767992	1.8067814	-1.912586666	0.161325095	1.94381563	7.738555354	2.158162108	0.267764105	-2.559367303	0.310569532	7.614845314	2.767574285	-0.376548344	-0.053961732	-0.883442388	8.082904039	2.608853441	-0.170538889	-1.860921497	-0.106612751
7200	6.287180087	2.682888893	-1.770428996	-0.081220914	1.59122386	8.795001393	2.826619612	0.275102533	-2.407515047	0.281358507	8.87632502	4.257374415	-0.375737547	-0.123330622	-0.978998786	9.661818018	4.113645637	-0.253423419	-1.653298482	-0.304004851
8100	8.295402073	3.977631992	-1.654925556	-0.291839634	1.264862541	10.2414764	3.941680569	0.261389541	-2.29654082	0.234783328	10.69591881	6.255487769	-0.308060872	-0.205515758	-1.060261607	12.11489803	6.146851491	-0.27165702	-1.540525448	-0.436065209
9000	10.96643556	5.193880256	-1.374973302	-0.38366061	1.039852402	12.20076229	5.304557603	0.394487678	-2.185516151	0.211053177	12.74507167	8.00771891	-0.081457963	-0.180330912	-1.101344813	15.14975948	7.929607687	-0.145215549	-1.398067673	-0.523252319
9900	14.03365147	6.106291395	-1.045163858	-0.511444427	0.909624689	14.6396044	6.70000202	0.542699477	-2.015954017	0.225907	14.77614665	8.753470799	0.272088463	-0.188140463	-1.127806781	19.15800584	8.862046375	0.16351685	-1.225319511	-0.57237485
10800	17.85853737	7.399914341	-0.610816584	-0.491590352	0.858507123	17.73322946	7.666280745	0.731227557	-1.862490796	0.241718352	17.14973716	9.570606846	0.84897211	-0.103411212	-1.096024376	24.44104655	10.27068612	0.682825374	-1.067345337	-0.563523453
11700	22.67455508	8.925472521	0.00802816	-0.509311064	0.753825421	21.48466151	8.686167355	0.945519886	-1.719884082	0.285084011	20.01538165	11.09461276	1.651374635	-0.002892489	-1.11578217	32.11770726	12.84607856	1.580969903	-0.867189007	-0.572288393
12600	28.75128293	10.79064772	0.951447635	-0.437836817	0.694639151	25.82704587	10.22972216	1.247818919	-1.562096874	0.341403131	23.20013801	12.96517644	2.766440999	0.178911345	-1.052778436	38.2735572	16.35225942	2.971920265	-0.615693409	-0.53608691
13500	34.48742286	13.29309561	2.304615434	-0.387319142	0.670339899	30.36958252	12.25673158	1.708722536	-1.409246351	0.3909986	26.82694905	15.10057972	4.046597712	0.395624563	-1.004269907	42.57102271	20.58680372	4.762242867	-0.269644877	-0.515770484
14400	38.58436504	16.40923361	3.702746684	-0.218181763	0.670612498	34.58675951	14.76415649	2.245912806	-1.225542163	0.462426715	30.03713529	17.74805724	5.482330025	0.718479414	-0.948173141	46.03642559	26.38437816	6.023357068	0.194173101	-0.430679409
15300	42.03166244	20.20046279	5.263614426	-0.065791469	0.698019363	37.81195828	17.87193233	2.974667932	-1.072574349	0.503422628	33.25538066	20.70210471	6.906588465	1.11070339	-0.829841257	48.43238629	32.56095884	7.614810947	0.788819116	-0.368469253
16200	44.64402126	25.27959811	6.506434382	0.208151903	0.74666507	40.36961219	21.42659184	3.96886625	-0.861747463	0.557921555	36.48454696	24.57531173	7.74175727	1.557738182	-0.714816896	49.85491758	39.34062165	9.48047658	1.677999628	-0.244991217
17100	46.36943105	29.3636952	7.888874198	0.620750797	0.83091277	42.6637769	25.29259864	5.066546223	-0.647485543	0.659641302	39.55418197	27.43950299	8.81176264	2.074685804	-0.519620539	51.12347042	45.42420229	11.78937342	2.981786147	-0.065779772
18000	47.08248201	33.60125793	9.882719147	1.234353711	0.856040114	44.06332684	28.76608856	6.337248095	-0.412480505	0.725070225	42.05601055	30.83091219	10.19101128	2.653174722	-0.286590555	50.32091972	50.26043438	14.96548168	4.309224834	0.185463758
18900	47.10020343	37.86731811	12.45649086	2.106711355	0.976511827	45.01862194	31.89332172	7.816866004	-0.186659423	0.794103087	43.39871906	34.80435037	11.90796575	3.410447552	0.060414095	50.52037578	54.15345692	19.37139754	5.590411198	0.532625133
19800	46.02286774	41.583779	15.92010502	3.425177567	1.149623744	45.51286999	34.93510929	9.63908104	0.133889776	0.857209435	44.44199031	38.03674079	13.63924565	4.241068617	0.448801817	50.41503381	56.51984813	24.90217921	7.14208684	1.091318665
20700	44.63675072	44.60501689	19.96853113	4.894839979	1.353464373	45.40252588	37.42691673	11.13997508	0.48437329	0.960568288	46.06429456	40.72891247	15.57803042	5.088907091	1.035077326	50.27176178	57.13613667	30.4205367	9.00361523	1.856204693
