"","Time","rep","exp","variable","value","strain","inoc","drytime"
"1",0.831271845795605,4.1,"t0","B2",-0.000966205281456914,"11009",5,0
"2",1.08127184579561,4.1,"t0","B2",-0.000515527211664061,"11009",5,0
"3",1.33127184579561,4.1,"t0","B2",7.28836218676977e-05,"11009",5,0
"4",1.58127184579561,4.1,"t0","B2",0.000501602313898037,"11009",5,0
"5",1.83127184579561,4.1,"t0","B2",0.000991179722207633,"11009",5,0
"6",2.08127184579561,4.1,"t0","B2",0.0017285133376067,"11009",5,0
"7",2.33127184579561,4.1,"t0","B2",0.00285146404566103,"11009",5,0
"8",2.58127184579561,4.1,"t0","B2",0.00453324777657678,"11009",5,0
"9",2.83127184579561,4.1,"t0","B2",0.00650735795172377,"11009",5,0
"10",3.08127184579561,4.1,"t0","B2",0.00685770391413477,"11009",5,0
"11",3.33127184579561,4.1,"t0","B2",0.00771529556999407,"11009",5,0
"12",3.58127184579561,4.1,"t0","B2",0.00983494172715945,"11009",5,0
"13",3.83127184579561,4.1,"t0","B2",0.0124910930359029,"11009",5,0
"14",4.08127184579561,4.1,"t0","B2",0.0166351929130838,"11009",5,0
"15",4.33127184579561,4.1,"t0","B2",0.0213083402259886,"11009",5,0
"16",4.58127184579561,4.1,"t0","B2",0.0258846804062509,"11009",5,0
"17",4.83127184579561,4.1,"t0","B2",0.0311751957646641,"11009",5,0
"18",5.08127184579561,4.1,"t0","B2",0.0367740199012539,"11009",5,0
"19",5.33127184579561,4.1,"t0","B2",0.041266364049552,"11009",5,0
"20",5.58127184579561,4.1,"t0","B2",0.0447816840402094,"11009",5,0
"21",5.83127184579561,4.1,"t0","B2",0.046870484083379,"11009",5,0
"22",6.08127184579561,4.1,"t0","B2",0.0479924497045834,"11009",5,0
"23",6.33127184579561,4.1,"t0","B2",0.0481891520774219,"11009",5,0
"24",6.58127184579561,4.1,"t0","B2",0.0478360493402322,"11009",5,0
"25",6.83127184579561,4.1,"t0","B2",0.0464758464114166,"11009",5,0
"26",7.08127184579561,4.1,"t0","B2",0.045109111206158,"11009",5,0
"27",7.33127184579561,4.1,"t0","B2",0.0450332233495411,"11009",5,0
"28",7.58127184579561,4.1,"t0","B2",0.044184091003201,"11009",5,0
"29",7.83127184579561,4.1,"t0","B2",0.0434497636997526,"11009",5,0
"30",8.08127184579561,4.1,"t0","B2",0.0429953596677877,"11009",5,0
"31",8.33127184579561,4.1,"t0","B2",0.0421564140701575,"11009",5,0
"32",8.58127184579561,4.1,"t0","B2",0.0408043341282537,"11009",5,0
"33",8.83127184579561,4.1,"t0","B2",0.0406655940352495,"11009",5,0
"34",9.08127184579561,4.1,"t0","B2",0.0400425824388058,"11009",5,0
"35",9.33127184579561,4.1,"t0","B2",0.039264691883663,"11009",5,0
"36",9.58127184579561,4.1,"t0","B2",0.0387873909438435,"11009",5,0
"37",9.83127184579561,4.1,"t0","B2",0.0387915312646845,"11009",5,0
"38",10.0812718457956,4.1,"t0","B2",0.0391673739062344,"11009",5,0
"39",10.3312718457956,4.1,"t0","B2",0.0399099093280549,"11009",5,0
"40",10.5812718457956,4.1,"t0","B2",0.0407090377308986,"11009",5,0
"41",10.8312718457956,4.1,"t0","B2",0.0416913565196619,"11009",5,0
"42",11.0812718457956,4.1,"t0","B2",0.0425449917582598,"11009",5,0
"43",11.3312718457956,4.1,"t0","B2",0.0430768884406747,"11009",5,0
"44",11.5812718457956,4.1,"t0","B2",0.0431259799711532,"11009",5,0
"45",11.8312718457956,4.1,"t0","B2",0.0425422994716847,"11009",5,0
"46",12.0812718457956,4.1,"t0","B2",0.0411690006956551,"11009",5,0
"47",12.3312718457956,4.1,"t0","B2",0.0393989396497331,"11009",5,0
"48",12.5812718457956,4.1,"t0","B2",0.0361927425357812,"11009",5,0
"49",12.8312718457956,4.1,"t0","B2",0.0320984226969645,"11009",5,0
"50",13.0812718457956,4.1,"t0","B2",0.0269810955808102,"11009",5,0
"51",13.3312718457956,4.1,"t0","B2",0.0248221769013875,"11009",5,0
"52",13.5812718457956,4.1,"t0","B2",0.0229817944705578,"11009",5,0
"53",13.8312718457956,4.1,"t0","B2",0.0197530130851626,"11009",5,0
"54",14.0812718457956,4.1,"t0","B2",0.0181141017599112,"11009",5,0
"55",14.3312718457956,4.1,"t0","B2",0.0170560732703554,"11009",5,0
"56",14.5812718457956,4.1,"t0","B2",0.0162260543468556,"11009",5,0
"57",14.8312718457956,4.1,"t0","B2",0.01523000310776,"11009",5,0
"58",15.0812718457956,4.1,"t0","B2",0.0143102549792695,"11009",5,0
"59",15.3312718457956,4.1,"t0","B2",0.0135123496206128,"11009",5,0
"60",15.5812718457956,4.1,"t0","B2",0.01279759615076,"11009",5,0
"61",15.8312718457956,4.1,"t0","B2",0.0121052074978442,"11009",5,0
"62",16.0812718457956,4.1,"t0","B2",0.0115588648032266,"11009",5,0
"63",16.3312718457956,4.1,"t0","B2",0.0111201434628272,"11009",5,0
"64",16.5812718457956,4.1,"t0","B2",0.0107263067009129,"11009",5,0
"65",16.8312718457956,4.1,"t0","B2",0.0104135820307193,"11009",5,0
"66",17.0812718457956,4.1,"t0","B2",0.0101410377537787,"11009",5,0
"67",17.3312718457956,4.1,"t0","B2",0.00987827538097458,"11009",5,0
"68",17.5812718457956,4.1,"t0","B2",0.00968810004227808,"11009",5,0
"69",17.8312718457956,4.1,"t0","B2",0.00949423148037925,"11009",5,0
"70",18.0812718457956,4.1,"t0","B2",0.00932371936132402,"11009",5,0
"71",18.3312718457956,4.1,"t0","B2",0.00918697559647587,"11009",5,0
"72",18.5812718457956,4.1,"t0","B2",0.00907600124601606,"11009",5,0
"73",18.8312718457956,4.1,"t0","B2",0.00895371495224985,"11009",5,0
"74",19.0812718457956,4.1,"t0","B2",0.00887663093049317,"11009",5,0
"75",19.3312718457956,4.1,"t0","B2",0.00879385143851621,"11009",5,0
"76",19.5812718457956,4.1,"t0","B2",0.00872078785919259,"11009",5,0
"77",19.8312718457956,4.1,"t0","B2",0.00869098760305681,"11009",5,0
"78",0.831313622358428,4.1,"t7","B2",-0.000123146538445113,"11009",5,168
"79",1.08131362235843,4.1,"t7","B2",-0.00017456099879216,"11009",5,168
"80",1.33131362235843,4.1,"t7","B2",-9.49283066387749e-05,"11009",5,168
"81",1.58131362235843,4.1,"t7","B2",-9.65901904019354e-05,"11009",5,168
"82",1.83131362235843,4.1,"t7","B2",-2.39980125829989e-05,"11009",5,168
"83",2.08131362235843,4.1,"t7","B2",-3.38149341408137e-05,"11009",5,168
"84",2.33131362235843,4.1,"t7","B2",9.68076655066378e-05,"11009",5,168
"85",2.58131362235843,4.1,"t7","B2",0.000225638768578996,"11009",5,168
"86",2.83131362235843,4.1,"t7","B2",0.000454357680365406,"11009",5,168
"87",3.08131362235843,4.1,"t7","B2",0.000833738422714872,"11009",5,168
"88",3.33131362235843,4.1,"t7","B2",0.00140897170306542,"11009",5,168
"89",3.58131362235843,4.1,"t7","B2",0.00219620552319513,"11009",5,168
"90",3.83131362235843,4.1,"t7","B2",0.00331300479764173,"11009",5,168
"91",4.08131362235843,4.1,"t7","B2",0.00462271193762178,"11009",5,168
"92",4.33131362235843,4.1,"t7","B2",0.00597393016509288,"11009",5,168
"93",4.58131362235843,4.1,"t7","B2",0.00738153288759617,"11009",5,168
"94",4.83131362235843,4.1,"t7","B2",0.00842500920971526,"11009",5,168
"95",5.08131362235843,4.1,"t7","B2",0.00999856139055422,"11009",5,168
"96",5.33131362235843,4.1,"t7","B2",0.0121309053025653,"11009",5,168
"97",5.58131362235843,4.1,"t7","B2",0.0147101319002461,"11009",5,168
"98",5.83131362235843,4.1,"t7","B2",0.0177329951623239,"11009",5,168
"99",6.08131362235843,4.1,"t7","B2",0.0217137523799204,"11009",5,168
"100",6.33131362235843,4.1,"t7","B2",0.025273707370878,"11009",5,168
"101",6.58131362235843,4.1,"t7","B2",0.0294584119161424,"11009",5,168
"102",6.83131362235843,4.1,"t7","B2",0.0333274923454168,"11009",5,168
"103",7.08131362235843,4.1,"t7","B2",0.0379470378695112,"11009",5,168
"104",7.33131362235843,4.1,"t7","B2",0.0409969997797348,"11009",5,168
"105",7.58131362235843,4.1,"t7","B2",0.0426037304184074,"11009",5,168
"106",7.83131362235843,4.1,"t7","B2",0.0427915810095791,"11009",5,168
"107",8.08131362235843,4.1,"t7","B2",0.042319620568145,"11009",5,168
"108",8.33131362235843,4.1,"t7","B2",0.0410699474670979,"11009",5,168
"109",8.58131362235843,4.1,"t7","B2",0.0397876696228227,"11009",5,168
"110",8.83131362235843,4.1,"t7","B2",0.0390878212918208,"11009",5,168
"111",9.08131362235843,4.1,"t7","B2",0.0384688726724522,"11009",5,168
"112",9.33131362235843,4.1,"t7","B2",0.0375239308881776,"11009",5,168
"113",9.58131362235843,4.1,"t7","B2",0.0361866617759261,"11009",5,168
"114",9.83131362235843,4.1,"t7","B2",0.035396743876115,"11009",5,168
"115",10.0813136223584,4.1,"t7","B2",0.0335388871796369,"11009",5,168
"116",10.3313136223584,4.1,"t7","B2",0.0323539121536075,"11009",5,168
"117",10.5813136223584,4.1,"t7","B2",0.0306874161604722,"11009",5,168
"118",10.8313136223584,4.1,"t7","B2",0.0290709096924463,"11009",5,168
"119",11.0813136223584,4.1,"t7","B2",0.0275142790420322,"11009",5,168
"120",11.3313136223584,4.1,"t7","B2",0.0256601074778617,"11009",5,168
"121",11.5813136223584,4.1,"t7","B2",0.0239827446391327,"11009",5,168
"122",11.8313136223584,4.1,"t7","B2",0.0224452538304462,"11009",5,168
"123",12.0813136223584,4.1,"t7","B2",0.020499502658051,"11009",5,168
"124",12.3313136223584,4.1,"t7","B2",0.0191211027459844,"11009",5,168
"125",12.5813136223584,4.1,"t7","B2",0.0176062193614902,"11009",5,168
"126",12.8313136223584,4.1,"t7","B2",0.0163951404359483,"11009",5,168
"127",13.0813136223584,4.1,"t7","B2",0.0154868494593839,"11009",5,168
"128",13.3313136223584,4.1,"t7","B2",0.0147858686846278,"11009",5,168
"129",13.5813136223584,4.1,"t7","B2",0.01425507125122,"11009",5,168
"130",13.8313136223584,4.1,"t7","B2",0.013632857690254,"11009",5,168
"131",14.0813136223584,4.1,"t7","B2",0.012868494439328,"11009",5,168
"132",14.3313136223584,4.1,"t7","B2",0.01290786782941,"11009",5,168
"133",14.5813136223584,4.1,"t7","B2",0.0123491958067264,"11009",5,168
"134",14.8313136223584,4.1,"t7","B2",0.0119091166413783,"11009",5,168
"135",15.0813136223584,4.1,"t7","B2",0.0116556873918594,"11009",5,168
"136",15.3313136223584,4.1,"t7","B2",0.0116482390644905,"11009",5,168
"137",15.5813136223584,4.1,"t7","B2",0.0114423939913052,"11009",5,168
"138",15.8313136223584,4.1,"t7","B2",0.0109454855337748,"11009",5,168
"139",16.0813136223584,4.1,"t7","B2",0.0104219229512236,"11009",5,168
"140",16.3313136223584,4.1,"t7","B2",0.0102701503229233,"11009",5,168
"141",16.5813136223584,4.1,"t7","B2",0.0100798296497101,"11009",5,168
"142",16.8313136223584,4.1,"t7","B2",0.00994193091707139,"11009",5,168
"143",17.0813136223584,4.1,"t7","B2",0.00980087860866038,"11009",5,168
"144",17.3313136223584,4.1,"t7","B2",0.0095418274289113,"11009",5,168
"145",17.5813136223584,4.1,"t7","B2",0.00934780835352894,"11009",5,168
"146",17.8313136223584,4.1,"t7","B2",0.00902172869982494,"11009",5,168
"147",18.0813136223584,4.1,"t7","B2",0.00868967539173338,"11009",5,168
"148",18.3313136223584,4.1,"t7","B2",0.00853782271296694,"11009",5,168
"149",18.5813136223584,4.1,"t7","B2",0.00825219733159624,"11009",5,168
"150",18.8313136223584,4.1,"t7","B2",0.00813884442889533,"11009",5,168
"151",19.0813136223584,4.1,"t7","B2",0.00807213937527846,"11009",5,168
"152",19.3313136223584,4.1,"t7","B2",0.00782653559092967,"11009",5,168
"153",19.5813136223584,4.1,"t7","B2",0.00763046413396531,"11009",5,168
"154",19.8313136223584,4.1,"t7","B2",0.00737191396665605,"11009",5,168
"155",20.0813136223584,4.1,"t7","B2",0.00711667068658702,"11009",5,168
"156",20.3313136223584,4.1,"t7","B2",0.00694913306742569,"11009",5,168
"157",20.5813136223584,4.1,"t7","B2",0.0068369279315854,"11009",5,168
"158",20.8313136223584,4.1,"t7","B2",0.00673526298269646,"11009",5,168
"159",21.0813136223584,4.1,"t7","B2",0.00658732121879,"11009",5,168
"160",21.3313136223584,4.1,"t7","B2",0.00645276906202495,"11009",5,168
"161",21.5813136223584,4.1,"t7","B2",0.00637565931186231,"11009",5,168
"162",21.8313136223584,4.1,"t7","B2",0.00641648439296316,"11009",5,168
"163",22.0813136223584,4.1,"t7","B2",0.00634818823048202,"11009",5,168
"164",22.3313136223584,4.1,"t7","B2",0.00626136652881473,"11009",5,168
"165",22.5813136223584,4.1,"t7","B2",0.00611392302083058,"11009",5,168
"166",22.8313136223584,4.1,"t7","B2",0.00590842032315776,"11009",5,168
"167",23.0813136223584,4.1,"t7","B2",0.00577103918698974,"11009",5,168
"168",23.3313136223584,4.1,"t7","B2",0.00565904924846319,"11009",5,168
"169",23.5813136223584,4.1,"t7","B2",0.00550293172768502,"11009",5,168
"170",23.8313136223584,4.1,"t7","B2",0.00550689925453921,"11009",5,168
"171",24.0813136223584,4.1,"t7","B2",0.00547429530344956,"11009",5,168
"172",0.824167553167042,4.2,"t0","B2",-0.000500308980947616,"11009",5,0
"173",1.07416755316704,4.2,"t0","B2",-0.000698544057424871,"11009",5,0
"174",1.32416755316704,4.2,"t0","B2",-0.000655260428378037,"11009",5,0
"175",1.57416755316704,4.2,"t0","B2",-0.000517772900730346,"11009",5,0
"176",1.82416755316704,4.2,"t0","B2",-0.000276246942496084,"11009",5,0
"177",2.07416755316704,4.2,"t0","B2",0.000185927671630472,"11009",5,0
"178",2.32416755316704,4.2,"t0","B2",0.000954185726918356,"11009",5,0
"179",2.57416755316704,4.2,"t0","B2",0.00221743532413894,"11009",5,0
"180",2.82416755316704,4.2,"t0","B2",0.00417978560344233,"11009",5,0
"181",3.07416755316704,4.2,"t0","B2",0.00541926416310273,"11009",5,0
"182",3.32416755316704,4.2,"t0","B2",0.00634394190821995,"11009",5,0
"183",3.57416755316704,4.2,"t0","B2",0.00841317834455205,"11009",5,0
"184",3.82416755316704,4.2,"t0","B2",0.0105958881789964,"11009",5,0
"185",4.07416755316704,4.2,"t0","B2",0.0135021474984078,"11009",5,0
"186",4.32416755316704,4.2,"t0","B2",0.0170095652129387,"11009",5,0
"187",4.57416755316704,4.2,"t0","B2",0.0211915630531006,"11009",5,0
"188",4.82416755316704,4.2,"t0","B2",0.0259079716967481,"11009",5,0
"189",5.07416755316704,4.2,"t0","B2",0.0308442095561108,"11009",5,0
"190",5.32416755316704,4.2,"t0","B2",0.0353493923561113,"11009",5,0
"191",5.57416755316704,4.2,"t0","B2",0.0396473632541893,"11009",5,0
"192",5.82416755316704,4.2,"t0","B2",0.0422886134617017,"11009",5,0
"193",6.07416755316704,4.2,"t0","B2",0.0436042512108096,"11009",5,0
"194",6.32416755316704,4.2,"t0","B2",0.0443597119365286,"11009",5,0
"195",6.57416755316704,4.2,"t0","B2",0.0442595589957214,"11009",5,0
