Time	B2	B3	B4	B5	B6	B7	C2	C3	C4	C5	C6	C7	D2	D3	D4	D5	D6	D7	E2	E3	E4	E5	E6	E7
3127.140288	2.289876884	1.849878394	-16.75276283	-4.204452731	-0.448056884	1.043423499	11.44054326	1.569690859	-10.40343753	0.127739331	-3.780015931	1.961037769	-0.30305365	0.014647753	-1.539826545	2.128474215	-21.41557248	12.94949569	3.148628372	-7.156976514	-2.538641911	-7.384766103	-4.659300781	-3.713373541
4027.140288	2.245862337	1.826566511	-15.11141186	-3.709858379	-0.51707216	0.989486914	10.09189872	0.904479731	-8.92939304	0.071387296	-2.743382933	1.271465359	0.156152617	-0.101588891	-1.142552582	2.315215512	-18.42591316	10.94125902	3.493909806	-6.504059562	-1.949472231	-6.403990714	-3.91029015	-2.927343294
4927.140288	2.249018223	1.278811641	-13.90765179	-3.226773634	-0.527597721	0.842603704	9.218889319	0.479194164	-7.978746396	0.185740034	-1.953124719	0.776899917	0.508783108	-0.206549211	-0.83699992	2.272861179	-16.4196933	9.456680858	3.743104701	-6.077637767	-1.49857284	-5.659191965	-3.411378575	-2.368863078
5827.140288	2.4052965	0.901150345	-13.10274664	-2.710607937	-0.491752806	0.736133778	8.643739798	0.191752396	-7.376869972	0.421222344	-1.403956319	0.451172269	0.884753996	-0.323238538	-0.641626922	2.249561638	-14.918248	8.347210331	3.964320287	-5.709661652	-1.200874326	-4.985509908	-3.149236715	-1.976552636
6727.140288	2.729555468	0.622785405	-12.47216352	-2.040866547	-0.468956431	0.699367641	8.261012773	-0.045969536	-6.718661167	0.919265551	-0.946668789	0.24530522	1.360313864	-0.430594352	-0.488623044	2.303619512	-13.81410876	7.490885848	4.309586169	-5.365402332	-0.960961964	-4.326085985	-2.937780125	-1.656239493
7627.140288	3.362714187	0.467198534	-11.9592651	-1.139565943	-0.410742068	0.670788047	8.137279467	-0.132881777	-6.156426103	1.734501064	-0.56277028	0.119359716	2.082451262	-0.486394098	-0.292980141	2.434639333	-12.96564737	6.840671477	4.787513793	-5.072412908	-0.775856408	-3.574743706	-2.779591436	-1.386526047
8527.140288	4.43583962	0.407314205	-11.51098235	0.246096888	-0.306287737	0.635037656	8.283152363	-0.213577585	-5.746594763	3.138182884	-0.189356987	0.047518298	3.249799434	-0.46062373	-0.182738323	2.650824961	-12.24793407	6.304170912	5.53018972	-4.774171852	-0.62000809	-2.652570542	-2.654291647	-1.175591662
9427.140288	6.193429784	0.483821698	-11.05591907	2.005940252	-0.138574939	0.622110755	8.828282039	-0.17295634	-5.286967876	5.538416633	0.253603317	-0.025503602	5.152386519	-0.371413782	-0.055666282	2.980933436	-11.60823369	5.862298037	6.690544841	-4.454870435	-0.494340088	-1.380186801	-2.487920293	-1.00733477
10327.14029	8.630188914	0.656182103	-10.59961451	4.17356757	0.101744067	0.600062006	9.979373875	-0.02595676	-4.793123471	9.142890567	0.839487263	-0.075838409	8.204894315	-0.128019491	0.062253076	3.527715042	-11.03282613	5.474496876	8.604537915	-4.06635322	-0.36661377	0.40216625	-2.236870945	-0.869136839
11227.14029	10.44112219	1.025775111	-10.1156573	5.41588324	0.449634805	0.65483951	11.84998912	0.206527393	-4.415675819	10.08338557	1.417251774	-0.075993948	10.3341606	0.21211134	0.261189249	4.106484189	-10.52115695	5.146267737	11.1887433	-3.557433283	-0.182317606	2.797078865	-1.875101481	-0.709630075
12127.14029	12.72423098	1.660735058	-9.567822536	7.155248532	0.958800643	0.685002392	13.31487501	0.594455427	-4.035194894	12.46377835	2.289036147	-0.027263664	12.12336849	0.68058307	0.504392037	4.996533382	-9.984714156	4.891811424	12.55266599	-2.990395339	-0.003712769	4.907171802	-1.37058701	-0.539949706
13027.14029	15.14966086	2.696672041	-8.939435661	9.30940216	1.84775245	0.80485732	14.62994249	1.220573073	-3.485560289	17.29991337	3.716088878	0.100054955	15.9756223	1.582281572	0.940040329	6.439953108	-9.391571925	4.67528402	13.56762691	-2.128246725	0.175088702	6.48217328	-0.636127257	-0.335288862
13927.14029	18.39113628	4.399597905	-8.176092675	12.22402096	3.221032095	1.006059227	16.86223632	2.237302367	-2.801717436	23.46634909	5.931330339	0.33733759	19.83820914	2.983281632	1.618722843	8.469149224	-8.721323746	4.517086401	16.59079986	-0.847825399	0.436472559	9.128995123	0.460350614	-0.123760427
14827.14029	22.63246989	7.081772042	-7.177958305	16.44368754	5.290892599	1.265493654	19.11996833	3.760445992	-2.028326169	30.07614738	8.690592535	0.714153287	24.24475901	5.209834523	2.632963366	11.00184605	-7.98682243	4.415824911	20.60828693	1.083394334	0.817411248	12.64009187	2.094528208	0.190219339
15727.14029	26.8335743	8.781783807	-5.934443421	21.57501341	8.03675164	1.623779955	21.83303247	5.790213828	-1.122719332	37.81056271	10.16036696	1.207359612	29.42068881	8.68332553	4.120765237	12.92048325	-7.270163782	4.353093048	24.95658522	3.539742585	1.262225365	17.27717572	3.972702154	0.556807101
16627.14029	31.78597863	10.52848587	-4.346468266	27.06699103	9.644604282	2.135997014	25.07566821	7.712699282	-0.077746713	45.00940093	12.09602502	1.9649806	34.76852646	11.64565339	6.203614204	13.84862619	-6.532215664	4.270396263	28.75839246	6.062032672	1.838299298	23.15830282	5.749271134	0.982886634
17527.14029	38.00561655	13.41223379	-2.171247599	32.43097412	11.37720587	2.814717549	29.19587873	9.683970847	0.980002486	50.59634384	15.54094704	3.231545538	39.78656376	14.18435269	8.517592528	15.01844095	-5.652187832	4.265816275	33.15605829	7.953707752	2.350252914	28.78407551	8.102594722	1.617323312
18427.14029	42.22125468	16.5956312	0.72989951	38.67230828	14.92105728	3.913741347	34.7191597	11.66225187	2.282929976	54.90742151	19.69160682	4.882931348	43.55553477	17.7180786	11.73809872	17.05699866	-4.559534737	4.305191188	37.82898714	10.52140777	3.000602418	35.85745623	10.37100301	2.524070282
19327.14029	46.79336186	20.57597984	3.713189953	44.73906674	18.77339425	5.550548212	41.033962	14.03078329	3.937178086	58.35303092	24.52930346	6.62930004	47.11660223	22.03465186	14.60970436	18.58441252	-3.277967832	4.414669988	43.14378546	13.71521538	3.748917747	43.80397593	13.32296592	3.614423987
20227.14029	51.26326636	25.40103794	6.296586353	50.14672437	22.86577785	7.29953273	46.95189688	17.10052927	6.082651975	60.25728208	28.60209408	8.244224471	50.6184314	26.76730091	17.63582884	20.58642964	-1.721201781	4.530501322	46.70714065	17.81596084	4.4612613	50.34206697	18.45648286	5.05539057
21127.14029	54.5559613	30.74058499	9.247034879	54.99098847	27.730313	8.981922813	51.56782588	20.69132691	8.348957826	59.79592807	34.22324453	10.08131851	53.67062308	32.25277232	20.79834895	22.07441826	0.188859411	4.702723792	49.61413918	21.02014569	5.174265213	55.45431282	24.49504133	6.99244646
22027.14029	57.35277696	36.58333291	12.91160036	59.83744197	33.18511666	10.44080086	54.26590037	24.92557689	10.27829615	59.78410362	40.5186889	12.52451965	56.36059754	38.5710197	24.77064464	23.65833066	2.508389478	5.023607152	51.4890328	25.10883409	5.808547641	58.47069052	30.56048954	8.785368964
22927.14029	58.27221321	41.14291241	17.03278847	63.83769259	40.30486499	13.27016868	55.97487317	29.0063992	12.24678612	58.38462116	46.22690007	16.24489198	57.7465384	43.27015597	29.83659097	25.12541521	4.519661321	5.475894377	52.83947911	29.97055833	6.543023737	60.33741998	37.43158454	10.70614166
23827.14029	58.14001607	44.77327919	21.91600743	66.56812346	45.90288132	15.91060404	57.63411054	34.01528517	14.84126797	56.88704285	50.91748174	19.64054846	59.17746475	48.0240769	35.52709847	26.65107547	6.319999913	5.985385548	54.32810205	35.07173949	7.255903461	60.53932726	44.66688801	13.57876614
24727.14029	57.5936512	47.67579528	27.37097892	67.09452125	51.46099997	19.23650749	58.57152678	40.09159024	17.1559213	54.74330437	55.31130698	23.9208269	60.61586504	51.81116666	40.16511871	27.5730618	8.137792804	6.64000744	54.61646172	39.58044413	7.824298638	57.86624902	51.51506123	17.17731132
25627.14029	54.76673454	50.16883215	33.04569706	65.21141862	54.68182244	23.21263357	58.70094869	44.88712652	19.65999037	52.45534679	58.37932088	28.39951355	60.78573423	55.67607717	44.73940324	29.89947105	9.846668398	7.488354561	54.50757843	42.85237682	8.326193164	55.18083574	56.68913287	20.36082923
26527.14029	50.41871268	52.37692677	39.11464444	64.05203179	58.2934702	27.6319041	58.47860331	48.73799752	22.70353212	51.97440876	60.45895117	33.24218783	58.81447722	59.46383424	48.01124781	31.56389067	11.24673816	8.342588573	54.45034834	45.00066104	8.692355179	52.79077317	59.83623484	23.90951636
