Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	3.583796558	-2.252506898	1.999955472	4.382767546	7.612407366	4.352742087	-5.602043923	1.690387542	4.28769316	7.265722846	0.575634026	-1.046744568	-2.389512064	0.537876007	3.390682966	2.873084405	-6.377002132	-3.421147523	0.656546573	0.056817522
3600	2.437979525	-3.690426854	-0.328627129	1.390302112	4.567015751	2.425934412	-6.423546757	-1.270053623	0.457878347	3.081987122	-0.522496902	-2.887458268	-4.692104744	-1.654385696	-0.302497603	1.506318572	-6.099139656	-3.374583988	-1.316054483	-0.451170328
4500	2.886959174	-3.125490018	-0.329350944	1.009877279	3.83676413	3.384100747	-4.89100917	-1.243161496	0.419568803	2.649992912	0.791801145	-2.331079467	-4.064907845	-1.63861868	-0.379504552	2.511001012	-4.771539738	-3.029403883	-1.228298518	-0.513311054
5400	3.640659237	-2.605615661	-0.330939129	0.735464883	3.3606946	4.835598332	-3.792829464	-1.195581977	0.295683665	2.36529675	2.583661082	-1.804874217	-3.667346213	-1.687859818	-0.459908056	3.652805073	-3.762221819	-2.772211081	-1.170423582	-0.602809637
6300	4.510838606	-2.182066833	-0.379378425	0.501590984	3.064255984	6.942014207	-2.900153968	-1.14801184	0.247483637	2.158499715	4.040626998	-1.286562104	-3.380635027	-1.654865102	-0.595615904	4.99346359	-2.870070133	-2.558011851	-1.147324965	-0.694154248
7200	5.481659927	-1.716030788	-0.40671388	0.35305206	2.885341752	9.208974021	-2.06374822	-1.136108854	0.212312675	2.064689842	6.114402714	-0.659758102	-3.087806782	-1.649618709	-0.654781536	6.559075747	-1.901514822	-2.325638252	-1.154313814	-0.755293447
8100	7.002338636	-1.166394158	-0.401009272	0.212447051	2.749376822	11.45535563	-1.201533117	-1.076763881	0.188067157	1.94684057	9.177546278	0.193993461	-2.822323435	-1.601910638	-0.715688595	8.467070812	-0.708142469	-2.08886089	-1.068920193	-0.812640292
9000	8.898319202	-0.449230933	-0.290136672	0.059864788	2.481916831	13.68086801	-0.207288302	-0.996775383	0.129006168	1.818463158	10.22797015	1.42065594	-2.52901603	-1.559585113	-0.755872813	9.6333249	0.869804587	-1.813880717	-1.025320976	-0.870933127
9900	9.17441473	0.409556743	-0.201247865	0.055266368	2.579738707	16.6690308	1.10370236	-0.820595235	0.104432011	1.933696563	13.0526076	3.294847787	-2.167850497	-1.510933199	-0.771231534	11.77381731	3.273843217	-1.440334039	-0.937833145	-0.856984765
10800	10.46151184	1.781682157	-0.045820519	0.005703529	2.343877416	21.18677134	3.008871927	-0.527609045	0.156036313	1.774214271	17.31056539	6.370588433	-1.715585405	-1.385054105	-0.755500279	14.91028796	6.575236856	-0.872800851	-0.869167415	-0.856132646
