Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	0.681556474	-1.801377043	-1.594088106	1.027583605	3.748511135	0.147502859	0.390561604	1.86600453	1.06056085	3.334317986	0.202086877	-1.949158731	4.062258212	-0.339620814	1.633103739	0.793538808	-0.182960529	0.475029947	-9.383810245	0.127680362
3600	0.347305942	-1.634314576	-2.379731859	-0.668276169	0.593323451	0.579587553	-0.827263703	-0.060072961	-1.212905468	0.174218057	-1.022223215	-3.229766074	0.327546648	-2.528796191	-0.831814715	-0.102536864	-1.201098419	-1.493938563	-9.008101422	-1.050633321
4500	1.203825524	-0.998493609	-1.632999847	-0.444301516	0.058986233	2.662018601	-0.365517751	0.218959595	-0.747243917	-0.21331175	-0.296001744	-2.446319512	-0.018965158	-1.831191521	-0.803249907	0.69479065	-0.745537732	-1.475431793	-7.491604869	-0.739987325
5400	2.140566822	-0.751049509	-1.297336333	-0.338460169	-0.180929191	5.34710199	0.009296455	0.298308999	-0.607557919	-0.316870185	0.547771182	-1.912583274	-0.166597817	-1.463336708	-0.794571103	1.939513028	-0.407658524	-1.405680164	-6.506047827	-0.534312829
6300	3.310078839	-0.498959285	-1.124638673	-0.34879264	-0.284427624	8.415655907	0.600326353	0.322529884	-0.580371106	-0.453075539	1.53277539	-1.496009587	-0.190534688	-1.262033754	-0.882375368	3.570877768	-0.112796329	-1.352789473	-5.82143929	-0.423096162
7200	4.679519724	-0.222306934	-1.005308673	-0.287670819	-0.37027188	10.08660961	1.385104415	0.425373049	-0.522023895	-0.544861411	2.697628845	-1.133447759	-0.192753575	-1.126709974	-0.880857416	5.534801234	0.358550728	-1.29684235	-5.269659374	-0.327201027
8100	6.549984865	0.27590366	-0.862576918	-0.313608865	-0.379906631	13.12667465	2.727624402	0.643341476	-0.506531594	-0.564856402	4.233271065	-0.722928553	-0.000978672	-0.994145896	-0.897619883	6.552861452	0.791461614	-1.242291164	-4.821772436	-0.272065469
9000	8.497663849	0.839699511	-0.704369676	-0.230635975	-0.338583129	17.31708103	4.792979216	0.941611809	-0.400892226	-0.533922654	5.951440689	-0.263914079	0.234737768	-0.882566615	-0.891659858	7.501568441	1.506259425	-1.145794312	-4.437883461	-0.235788091
9900	9.856671552	1.67934114	-0.463639828	-0.134148963	-0.359878536	22.85034038	7.475610021	1.433852668	-0.247768191	-0.480547351	7.922271894	0.347285724	0.557474226	-0.766879942	-0.86958084	9.13493433	2.50508506	-0.931356427	-4.139392811	-0.178612952
10800	11.19370712	2.631277862	-0.220018058	-0.0969405	-0.32715362	29.98996484	9.224125796	2.132384714	-0.141016299	-0.45659376	9.093048759	0.93374649	0.906152493	-0.650732485	-0.864076047	10.82896486	3.649727215	-0.724023064	-3.779241643	-0.140962043
11700	13.18608373	3.859973605	0.063195066	0.045423887	-0.271751205	38.05097534	10.88995619	3.049225446	0.071460395	-0.444602723	10.69072622	1.631101645	1.497281088	-0.557292229	-0.863687368	12.87629241	5.05106356	-0.471016038	-3.492256541	-0.064765768
12600	15.15337903	5.441007084	0.444279405	0.111353715	-0.237217463	45.69694792	14.44678496	4.622230975	0.342091603	-0.314440061	12.64622369	2.602088338	2.182831571	-0.393528554	-0.800401525	16.04519273	6.134495019	-0.073309966	-3.196813191	0.052965868
13500	17.51097086	7.051271959	0.943767063	0.275731817	-0.172059298	53.91909899	18.99067835	6.920358243	0.736911691	-0.25061931	15.14051942	3.798224867	3.251553327	-0.23314773	-0.763331691	19.87227652	6.890350968	0.411455202	-2.879239335	0.073883986
14400	20.34427944	8.105359597	1.587644446	0.45693324	-0.126740916	60.44867178	23.9481644	9.489594673	1.340968055	-0.158461974	18.21512097	5.355566723	4.562025461	-0.022359317	-0.703086208	23.39766761	8.007541606	1.132658392	-2.578253382	0.094423356
15300	23.85471878	9.25456324	2.382996686	0.625571044	-0.08372797	65.18025344	30.44583206	11.35994412	2.174964392	-0.018771827	21.95325436	7.295580249	6.252756784	0.194203379	-0.66161212	26.7256808	9.707131895	2.012680403	-2.285575014	0.230157829
16200	26.68190535	10.63686367	3.482734136	0.97910021	0.022180362	66.89358703	37.33652807	14.45202688	3.537207295	0.150678641	24.75325208	9.294377416	7.683972128	0.442612402	-0.617379871	30.457428	11.77725096	3.038276963	-1.989251148	0.299871683
17100	30.2394924	12.18499541	4.90436735	1.281232333	0.104792935	64.35710653	43.95853815	19.05108302	5.176887109	0.425997137	28.6532127	10.7530322	8.42768045	0.664160559	-0.555391309	33.2309803	13.99301586	4.356884065	-1.665591236	0.330342908
18000	33.09552451	14.2580044	6.505231737	1.688350802	0.180695618	60.31273911	51.41945931	24.00042474	6.969188566	0.802694296	31.48160329	11.80945991	9.659562577	0.908149667	-0.440641384	34.52373165	15.94512744	5.718532566	-1.229393764	0.347478299
18900	37.3273324	17.21062194	7.927258645	2.222690346	0.300807572	57.47415051	57.83643968	29.5500779	8.496556489	1.336017005	34.74235773	13.52264195	11.67082417	1.225400432	-0.367681886	36.13897177	18.48435861	6.812024591	-0.722104232	0.473931292
19800	40.32614995	19.05310255	8.907547866	2.90519152	0.442965455	55.02322878	61.11464765	35.88805971	11.11648334	2.143920223	38.148623	15.92438466	14.07175763	1.653380518	-0.29321863	37.73086395	21.01940682	8.28407814	-0.069130209	0.574805125
20700	43.26483616	21.71273762	10.47813356	3.756069366	0.614290326	53.84014072	61.65650951	42.74185185	14.36278629	3.398447372	41.57913053	18.36866431	16.80110837	2.162891765	-0.161142744	38.22154696	23.24907836	10.01063029	0.759640681	0.696811615
21600	44.98977119	23.48377192	12.64226858	5.047440834	0.846127697	50.75094822	59.08978358	50.02066588	18.37460315	4.793464519	44.67075022	20.44284357	19.27287577	2.769466197	-0.012448057	38.90311449	25.32587917	11.85095663	1.990362721	0.896244212
22500	46.32173309	25.73949215	15.0871716	6.630859984	1.146066168	48.82358883	57.23697999	56.87716928	22.9185059	6.468657229	46.87074722	22.74438312	21.89209715	3.416494548	0.155483924	39.43467752	27.82641155	14.00013754	3.396108669	1.119923139
23400	47.43036698	28.42626993	16.54282316	8.15907861	1.533104533	46.66753254	56.31070769	61.27367164	27.58066417	8.642400072	48.60882518	25.0600799	24.77106144	4.170206453	0.386900292	39.77433099	29.27429764	15.87157823	5.136210197	1.478077327
24300	48.23016448	31.78622308	19.24026308	9.310180144	1.964489669	43.87430588	54.81485025	61.61953421	32.83130733	11.03945593	49.0774352	27.2861149	27.48240764	5.048800241	0.584033117	39.68889739	30.82977909	17.83470582	6.247550494	1.909114454
25200	48.71930428	34.65922004	21.70524288	11.06027634	2.577799553	41.578424	53.02244516	60.09679757	38.93940914	14.19858676	50.06079325	29.84090924	30.21467459	6.182337432	0.903102753	39.98882728	31.7519194	19.98040508	7.629983712	2.438613811
26100	48.58817629	37.70423245	24.50697537	12.62981532	3.393384852	37.78523934	50.17482782	57.90674269	44.61175083	17.62018066	50.29652845	32.11894991	33.24771732	7.528660806	1.278991859	39.98772913	32.83741005	22.11501641	9.392279232	3.187341934
27000	48.04015093	40.09700153	26.76480696	14.18773411	4.450181764	34.5259467	48.66236999	55.1346702	49.32087976	21.53671897	49.40921357	34.33167293	36.15598656	9.191820752	1.647097992	39.45477219	33.89025042	24.45981422	11.2107018	3.981004778
