Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	1.970527696	-0.348511167	-9.54949609	0.405056132	5.693413816	1.262117837	-1.24447608	1.271143444	1.108311826	6.798816816	-4.448135329	3.815552641	-0.716724818	1.532036152	6.162881841	1.585533607	-8.524254797	1.137745801	2.195414856	4.498567623
3600	1.805116325	-1.916965591	-8.414572747	-1.87432275	2.680588903	1.586924765	-3.314419093	-1.323563416	-2.63968781	2.171385161	-5.445774799	0.858973287	-2.358526508	-2.474603766	1.884871832	1.009426641	-8.611031952	-1.344111983	-0.842353659	1.455213914
4500	2.91825868	-1.328053543	-6.787330118	-1.432107379	2.11021813	3.15455237	-2.549696958	-0.92580266	-2.257439524	1.539400218	-3.494294891	0.813385577	-1.96874407	-2.153537801	1.466874964	2.467084783	-7.12622098	-1.091697158	-0.919321746	1.188666047
5400	4.590554105	-0.862650012	-5.73365241	-1.193794709	1.657256914	5.508502692	-1.889792018	-0.671135223	-2.089209122	1.17708784	-0.845888611	0.871547417	-1.734341816	-2.00225495	1.111866312	4.866580717	-5.89033119	-0.947136233	-0.983582214	0.986668998
6300	6.974521646	-0.354126233	-4.936141627	-1.176760415	1.421152956	8.01036967	-1.221191221	-0.457164653	-1.962919497	0.890073698	2.649512831	1.247057052	-1.592938485	-1.899794083	0.868840573	8.407540205	-4.733675323	-0.897429528	-1.11240701	0.799223781
7200	9.307927937	0.161779525	-4.351343022	-1.124862673	1.08247483	9.653737725	-0.540886425	-0.286746239	-1.882906428	0.660645364	2.657902543	1.856596051	-1.453224201	-1.783149262	0.701146621	10.39004322	-3.524125965	-0.865948605	-1.170540467	0.679678207
8100	10.04078379	0.86763813	-3.823781915	-0.997100813	0.90222522	11.24081605	0.435785877	-0.081637437	-1.810251666	0.451270389	4.284310014	2.946978852	-1.187862856	-1.69713287	0.541959661	10.6404327	-2.057581521	-0.734767613	-1.224582376	0.5463696
9000	11.23511375	1.840369757	-3.313227341	-0.97323033	0.762378189	14.26414407	1.799800411	0.12794908	-1.676927964	0.275157133	7.544122191	4.932335734	-0.882803125	-1.576245088	0.427010455	12.45436072	-0.010699302	-0.544706648	-1.225061971	0.49746117
9900	13.9158843	3.130402449	-2.814086862	-0.916094773	0.65044051	18.54540069	3.910625398	0.474694777	-1.5946238	0.189308244	11.87418471	7.746843364	-0.348311104	-1.454969353	0.373709559	15.26357371	3.035322773	-0.115151887	-1.161598918	0.43658018
10800	17.62253709	4.65149408	-2.234690787	-0.856306383	0.53737954	24.20731376	6.240305205	0.936943538	-1.474191303	0.119472944	17.27670019	8.376557066	0.289099515	-1.266067435	0.368878451	19.66657525	7.246608743	0.462196795	-1.040762292	0.436897162
11700	21.6022154	6.382895795	-1.562504733	-0.749872972	0.435034184	30.35859148	8.332509575	1.496428795	-1.3047102	0.036375301	23.65791309	9.899892431	1.277551367	-1.04807775	0.347727871	25.01799859	10.30961325	1.345769613	-0.957869818	0.36409192
12600	26.94481365	8.097530353	-0.824202448	-0.671136276	0.373978095	35.83661149	10.07341084	2.33958887	-1.128378101	-0.007199365	30.28496666	12.98455499	2.898088127	-0.77141573	0.326577748	29.68531249	13.33181232	2.641097456	-0.778107596	0.420736649
13500	31.48411359	9.620565674	0.181699007	-0.539729994	0.341079929	41.88407649	12.40335938	3.587795436	-0.886134905	-0.030261514	37.60573406	16.93417295	5.16600216	-0.303110356	0.380059505	34.95761912	16.71218796	4.458497773	-0.527115031	0.439375134
14400	35.87612977	11.30873909	1.483619542	-0.367831161	0.270942892	47.35455502	16.19858498	5.364000037	-0.558698255	-0.066601996	43.98405897	21.60003084	7.439746154	0.22692857	0.399854807	41.00450253	20.31960146	6.702651491	-0.185079401	0.459153593
15300	39.9153913	14.04103045	3.346890212	-0.133981222	0.221509359	52.42763147	20.52969514	7.754552017	-0.111399648	-0.059945043	49.86898232	26.37358725	8.185201413	1.005626962	0.477423155	46.53187213	24.9610913	9.139375655	0.302983168	0.544862565
16200	43.27603825	17.63392796	6.053775122	0.288539255	0.246302954	56.98078056	25.07880593	9.047128107	0.40523792	-0.066846201	55.45489459	31.28117691	10.65177274	2.240245425	0.602289501	51.54683994	30.042268	11.4515536	1.111797832	0.603761084
17100	46.87253411	21.29377221	8.123042631	0.637398209	0.240239538	60.41688028	29.98917294	10.56887402	1.184798607	0.022700842	59.77074147	35.95370372	14.9661749	4.254647545	0.859659352	55.4112696	34.77356037	14.27058056	2.224527933	0.807038922
18000	48.89106481	26.37824805	9.726003874	1.366622871	0.232542036	62.55675581	35.42206926	13.34381508	2.280305993	0.1413991	62.46878525	40.62607528	19.33605496	7.317655278	1.287316033	58.33954418	39.75262404	17.96529918	3.918639687	1.161788112
18900	51.01801399	31.25085514	12.54850537	2.283197375	0.316613512	64.11149688	41.00084669	16.47048823	3.627234002	0.316808668	63.44052297	45.16316486	23.16935895	9.892659607	1.884274855	60.54084771	45.18505294	21.70943735	6.296924235	1.680437699
19800	51.95874893	36.18099195	15.55062723	3.379271773	0.400084018	62.78133889	45.77318709	19.91633646	5.147733268	0.507600369	62.48759498	48.10892926	28.50968531	11.79766374	2.664745505	60.17684797	49.53923858	26.23371119	8.505341418	2.44343352
20700	52.86457544	41.81058344	19.26886144	4.870209878	0.600705455	61.66467244	50.21760025	24.19478928	6.918149617	0.846441433	61.05510738	51.10821849	32.76928542	14.60928212	4.026220706	60.6717414	54.06258982	30.78772301	9.956574858	3.491126598
21600	51.79278889	46.36750094	23.23805588	6.629083152	0.812865133	60.58076387	53.82150106	28.50765168	8.546807573	1.291640946	58.76528207	53.3018179	37.87557543	18.24673122	5.873061857	60.8944255	58.44517678	35.74000949	12.26501035	4.954209848
22500	50.19876005	50.90109151	27.5173091	8.391545014	1.134112289	59.49916508	56.88475237	33.41595226	10.41886125	1.766959294	56.10572875	54.5148798	42.45084145	22.40367175	7.561431399	57.99189542	61.07399582	41.76306556	15.26696442	6.600225827
23400	49.74282508	52.79320432	32.60279841	10.02678341	1.53842204	58.56860624	58.39232973	37.98914608	12.91210249	2.515048708	52.22129406	55.18164665	46.48729377	27.29372747	9.297948934	58.75736327	61.75774755	45.37738415	18.16593367	8.100296094
24300	48.05646358	54.63836625	38.06412212	11.97171722	2.113956018	57.53470561	59.06722259	42.00721575	15.34770919	3.33175538	50.40510341	55.02348853	49.81580374	31.91767717	11.35740367	57.29729869	61.22775733	49.27855228	21.47981576	9.781112184
25200	46.09380215	56.06428152	42.55666543	14.57203289	2.910485091	56.35405265	58.30749296	45.83680813	17.86774238	4.177171786	48.4588427	53.22169014	52.58249153	36.77812742	13.5614861	56.31726661	62.54013538	53.33197653	25.94750245	11.83331507
26100	45.34659801	56.20923084	45.37480335	18.20430473	3.877679434	54.10492041	56.45042957	49.40341835	20.94657446	5.18685796	46.22287225	52.23589853	54.69476796	40.86260082	16.13564273	54.59513961	59.85389082	56.90345688	30.60421377	14.63025676
27000	44.02143633	55.75291295	47.55444721	21.56009629	5.046746813	52.03969886	54.53651464	52.38560063	24.31025135	6.311585903	43.51597809	49.45782873	55.50208452	43.97551245	19.2616529	52.92062282	58.2987711	60.34843179	36.11948581	17.94399522
27900	42.21403333	54.22092464	49.25394385	24.8815625	6.178654811	50.15933919	52.64684155	54.47133635	27.82696617	7.511017516	40.70540929	48.44713689	55.8273954	46.41290724	22.81255627	50.61501412	57.62997196	60.71640853	40.47918643	21.76686618
28800	40.77646284	53.04558188	50.59110388	29.65310021	7.474522497	48.52322602	51.81150863	56.14879107	31.59098518	8.824885187	37.51585084	46.26656578	56.14886004	48.08936545	26.49540529	47.40301234	55.85378097	61.46327	45.55052956	25.3715168
29700	39.00312089	51.15170992	51.26998388	33.97380679	9.045944851	46.50945669	50.00365582	56.42639656	35.13644316	10.32651367	33.72096959	43.52192918	55.26835209	49.58405888	30.56622174	43.84329711	54.76256912	61.35647323	50.55284548	29.68086954
