Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	15.95146616	-0.026368504	2.193371072	3.757929944	-2.338864431	15.55452764	-0.389681103	1.301229488	4.421333986	-0.278202128	4.545167577	1.090171145	1.069205755	2.115504827	2.913318152	2.801559764	3.747249213	-1.04888706	-3.988492317	1.016852499
3600	12.46444131	-1.898739757	-0.139903815	0.746544626	-3.54596162	13.61607054	-2.29806667	-1.830814891	0.621074523	-2.062505423	2.306331878	-1.601256032	-1.801997998	-0.684498967	-0.403735739	1.611047918	1.351174953	-2.868303043	-3.981878966	-0.843217082
4500	12.02611778	-1.367236329	-0.144082683	0.458623347	-2.932906694	15.02492779	-1.342026265	-2.005429276	0.27814891	-1.540103496	3.002587316	-1.317787763	-1.333542172	-0.248567352	-0.236589992	2.65745255	1.201078092	-2.547047792	-2.590583202	-0.798703206
5400	12.36123875	-0.912383074	-0.164515823	0.277448069	-2.541021797	16.82225131	-0.185773398	-2.034360059	0.076471652	-1.229731902	3.862748502	-1.13255344	-1.035143772	-0.038787882	-0.140069952	3.884837112	1.083426151	-2.315626356	-1.761201227	-0.771006204
6300	12.7502263	-0.487725161	-0.247287174	0.115534963	-2.308373613	16.74409669	1.204111799	-1.977022722	-0.073050489	-1.089202319	4.595602654	-0.911588023	-0.871458278	0.050218783	-0.134636049	5.375955487	1.147925274	-2.18887689	-1.195187225	-0.780602141
7200	13.17528929	0.054065924	-0.232762605	-0.030507182	-2.156857393	18.55238156	3.023524784	-1.770706468	-0.183193537	-1.044630395	5.412230219	-0.598464651	-0.714565475	0.124904902	-0.149920592	6.61870874	1.37118921	-2.050400972	-0.922649162	-0.77723669
8100	13.70630117	0.578350293	-0.159211373	-0.102619566	-2.101928553	21.17007058	4.779112732	-1.422250841	-0.222846458	-1.006977795	6.109896209	-0.303776156	-0.624691578	0.188582757	-0.16826989	7.639519445	1.681087404	-1.915185283	-0.612156381	-0.822689723
9000	14.25917696	1.225678951	-0.123163565	-0.102796999	-2.009022992	24.91645351	6.006649265	-0.933448597	-0.169781725	-0.917905932	6.850523563	0.014274568	-0.522545617	0.255874937	-0.185671726	8.775266877	2.313317526	-1.727301364	-0.398706968	-0.805467522
9900	14.93499307	2.017775051	0.042514196	-0.141444008	-1.932568271	30.12945689	7.791472103	-0.054421124	-0.145701175	-0.882093008	7.823686696	0.471947286	-0.388171056	0.315811243	-0.185082154	10.04492119	3.261363008	-1.592386845	-0.219570443	-0.849430357
10800	15.67006363	3.146893769	0.240977303	-0.155270202	-1.888172575	37.32821521	10.0806096	1.343934246	-0.028399189	-0.831262313	8.987210376	1.132419389	-0.207756929	0.398029668	-0.204995948	11.58847642	4.634883709	-1.355492757	-0.063573955	-0.837679962
11700	16.9193351	4.672900064	0.5337231	-0.067319505	-1.815103908	47.11645919	13.0354139	3.388841085	0.229611649	-0.709773884	10.40564769	1.956184751	0.025219325	0.498445308	-0.159008089	13.56331571	6.502140227	-1.099389476	0.076441173	-0.795015123
12600	18.54389688	6.338888627	0.969942125	0.014137486	-1.753862332	57.1547882	16.84418505	5.610328774	0.629017749	-0.630538304	12.08209962	3.086250617	0.272595278	0.601889522	-0.134586015	15.77477624	7.510764862	-0.82376381	0.214640131	-0.734676742
13500	20.53930406	8.051080042	1.444662945	0.12580223	-1.683867763	63.09903174	21.64792096	8.222863437	1.153175272	-0.495852448	13.86944906	4.273288035	0.573433062	0.676860578	-0.119506361	18.33017529	8.384357132	-0.512479004	0.383912218	-0.731811449
14400	23.21513811	9.165087469	2.155721962	0.22145065	-1.590737478	66.02113984	29.17086779	11.29660005	2.057948045	-0.340206062	15.84405218	5.584291705	0.958764191	0.845367294	-0.083808829	21.47199156	9.301486559	-0.140589169	0.493323491	-0.649628542
15300	26.62473001	10.17354941	2.949639561	0.435041029	-1.450147292	65.90801642	36.37519203	14.20069955	3.302704455	-0.094133317	18.62020784	6.829202537	1.32816213	1.001525975	-0.02973234	25.95638118	10.71873536	0.400117189	0.681381462	-0.640985247
16200	31.61669582	11.1029109	4.070225033	0.644501231	-1.423806862	63.26303655	43.09851385	18.12957181	4.906105132	0.195026133	22.0794064	8.096238264	1.768451684	1.176607102	0.071397448	30.01189305	12.35366742	1.07988387	0.867737253	-0.565817181
17100	33.747039	12.43790755	5.626924553	0.987101096	-1.318834195	59.20643568	49.43062239	23.00668658	7.077091029	0.657980722	25.19346334	9.376955559	2.34957316	1.371233692	0.113515409	33.29185138	14.38563552	1.834492704	1.136675655	-0.531715061
18000	37.79956572	13.94603237	7.490148093	1.330287186	-1.20309659	56.6611009	55.03171993	28.96054311	9.271556691	1.306122959	27.7222926	10.66085953	2.957906631	1.623531476	0.199402933	35.38469053	16.96942311	2.875090172	1.456796337	-0.467619253
18900	39.84009635	15.78793857	9.672825421	1.763009658	-1.060298441	53.79720199	58.26307947	35.01720334	11.01621067	2.220116513	31.03870084	12.05774547	3.623515025	1.855157987	0.277972239	37.99047537	20.3614308	4.16066438	1.823716959	-0.391661399
19800	41.97005176	18.22518922	10.99372022	2.317261901	-0.893263465	52.18066192	60.19272151	41.13337132	13.61394991	3.478636906	34.13320251	13.92436438	4.462757397	2.120449583	0.4369693	39.4591719	23.42430659	5.644282309	2.393379029	-0.357913204
20700	43.71267244	20.96463397	12.05354421	3.02651014	-0.643018646	50.72783525	59.84183657	47.67005356	16.84615037	4.986671969	37.44816238	15.90120216	5.374549409	2.41662871	0.521635107	40.66732482	26.77779747	6.79516578	3.210422285	-0.280032116
21600	45.11626645	23.49366308	13.54972623	3.976315613	-0.439313589	49.25778529	56.92445913	53.76823529	21.21764426	6.383532373	39.95932822	18.59787379	6.475375169	2.838044384	0.689493253	41.4304747	29.83033676	7.870202596	4.274560443	-0.151463939
22500	46.96538049	26.51836217	15.33765614	5.311264028	-0.080004358	47.59347084	52.56779798	58.3525794	26.78470506	7.915189163	42.25459988	20.66274482	7.656304696	3.286530744	0.819453028	41.68377664	32.61250562	9.053219725	5.398649018	-0.125769577
23400	48.25847677	30.02071541	17.37377937	6.862938271	0.438200591	44.76993729	49.33866519	58.61100741	32.2787154	9.919748913	43.68983211	23.52756899	9.072142703	3.821229995	1.024146767	41.30798342	35.18880658	10.50578787	6.50474363	0.014964665
24300	49.51593733	33.99627255	20.37764687	8.634465726	1.088595179	41.6445811	46.10197738	56.84673994	38.54462462	12.49489075	44.52176745	26.35893078	10.35382682	4.400611401	1.237317266	41.28125827	37.22090194	12.26945093	7.589148697	0.207335014
25200	49.92734602	37.57272651	23.11405685	9.949599243	2.020073356	38.27653348	43.87038177	54.56547483	44.58997777	16.07921729	44.8918111	29.39266536	11.44821793	5.018578033	1.522496497	40.66431817	38.60085419	14.42677737	8.855920824	0.391887624
26100	49.10042246	41.17948545	26.82275628	11.32112601	3.444764314	34.9601697	42.42015275	52.45468232	49.86281106	20.90953248	44.66197634	31.89517695	12.39656551	5.672179468	1.866174603	39.86535107	39.4520773	16.71317472	10.43537147	0.634415046
27000	47.76679675	44.28597741	31.37061834	13.0424533	5.712459983	31.60836472	42.57499014	50.60904084	54.66996624	26.57755591	44.54251561	35.43106587	13.41445471	6.50710333	2.286778925	38.98728662	39.82736197	19.16609704	12.25970028	0.941511296
27900	47.85305677	46.71903571	36.20754969	14.83615197	9.078491909	29.06990653	41.34416984	48.83704125	56.92570424	33.48432778	44.1737863	38.18360268	14.73094504	7.427030131	2.757869923	37.5462343	40.03757648	21.7060159	14.29107213	1.397071242
28800	47.77349346	48.23080242	41.31367259	16.98669769	13.50084096	28.31106924	39.8586057	46.22240614	55.70162539	40.09724271	45.04708042	40.5466368	16.46964425	8.221908506	3.265948226	36.2246702	39.75866191	24.10524171	16.5650445	2.047012316
29700	46.46252883	49.54311295	45.61914901	19.25168645	19.90490583	28.60739316	38.1334311	44.44705211	53.58873979	47.1420402	45.04998158	42.93697368	18.0740479	9.035478226	3.883763863	35.10366713	39.57718422	26.95327682	19.28148017	2.610378214
