Time	B2	B3	B4	B5	B6	B7	C2	C3	C4	C5	C6	C7	D2	D3	D4	D5	D6	D7	E2	E3	E4	E5	E6	E7
3019.627994	-5.267576398	-15.91873723	0.124843634	-13.417472	15.64388287	1.921875052	3.926232429	-43.21869529	3.878727317	-3.165707816	22.45659378	11.04756878	3.45302904	0.55261524	-2.044190579	-6.330705055	14.92093239	-9.722111104	4.397059943	-8.272223337	3.453901423	-0.595230079	27.40305533	-33.54096236
3919.627994	-5.788058688	-13.59273569	0.816255893	-5.207266823	14.80713911	3.460587961	4.035161031	-36.74895147	3.832586217	-2.107577638	19.9380581	10.90802923	3.805876527	1.472186558	3.929861565	-5.182554932	13.09404098	-7.871954395	4.778906513	-6.436654984	4.123099287	-0.279036311	23.51527972	-27.39666185
4819.627994	-3.160673002	-11.37082278	1.220611724	-1.674457828	14.16757542	3.350707223	4.177146169	-32.57621231	3.650916117	-1.048681342	18.39111819	9.944976974	4.113688663	1.289057675	4.511275127	-4.27125488	12.33995826	-6.635704444	5.143300734	-5.201646301	4.327468991	0.065250981	21.31339469	-22.80196409
5719.627994	-2.327154663	-9.801601049	1.404191154	-0.249585395	13.44918556	3.482427995	4.27990945	-29.11845006	3.478911208	-0.125302852	17.07898409	9.400495596	4.31202173	1.236292903	4.598240675	-3.529573821	11.72681662	-5.899415406	5.395872918	-4.181609894	4.370439357	0.314673073	19.71665042	-19.42022981
6619.627994	-1.874227762	-8.673943129	1.521172573	0.709408889	12.68073573	3.33833184	4.509529039	-26.48131162	3.32194425	0.717983915	15.95197808	8.822198765	4.576837807	1.264955193	4.536392408	-2.8546032	11.21529188	-5.363209827	5.842272475	-3.440426886	4.4136227	0.648284109	18.43182845	-17.09535736
7519.627994	-1.389848287	-7.756070421	1.602938205	1.860323445	12.11447576	3.080533792	4.972022599	-24.21864168	3.184088168	1.748167012	14.94273914	8.101050444	5.030276188	1.278146934	4.499816067	-1.923496033	10.84236938	-4.980040576	6.42582496	-2.819923188	4.422456976	1.114285846	17.38145561	-15.38519366
8419.627994	-0.77428768	-6.977035793	1.643539372	3.035668822	11.61820231	2.65653722	5.824780623	-22.34545474	3.084031049	2.839372702	14.13452019	7.223854204	5.732529857	1.37121664	4.449908427	-1.013742254	10.47251451	-4.796602783	7.353608301	-2.245187689	4.452715987	1.657582688	16.50084482	-13.98198735
9319.627994	-0.074906897	-6.286587853	1.687056056	4.311186608	11.19508414	1.754142575	7.152374629	-20.66153679	3.020688022	4.233118411	13.48931858	5.975155062	6.957698731	1.484400877	4.393456051	0.28539038	10.26631139	-4.584279327	8.984840546	-1.696149107	4.400483594	2.622043373	15.77302854	-12.89716009
10219.62799	0.894658432	-5.750347531	1.786169979	5.767984238	10.87103159	0.823576175	9.552977861	-19.01077322	3.018848788	6.236730841	12.95531805	4.77912115	8.833325694	1.714046442	4.371207291	2.132846516	10.07486088	-4.45146405	11.43251418	-1.081076297	4.459335242	4.146109194	15.15219258	-12.13794278
11119.62799	2.305895345	-5.12242893	1.813521307	7.484366734	10.77811087	0.199165623	13.23151434	-17.34221095	3.136402745	9.276145201	12.65813604	3.821008234	11.89743723	2.087017196	4.385923919	3.74517652	10.09728175	-4.350349302	14.74198817	-0.364694448	4.535547369	6.495210037	14.73378738	-11.4537795
12019.62799	4.234351016	-4.443725792	1.952534629	10.07033713	10.96316012	-0.07945244	15.36927537	-15.65310909	3.300405139	13.42732475	12.67837895	3.222542297	14.9530313	2.663376301	4.463073311	5.940022331	10.16320629	-4.140251348	16.75837477	0.458138501	4.679947043	9.544537787	14.57813018	-10.85722663
12919.62799	6.508100656	-3.694970418	2.105160852	12.81933835	11.39321953	-0.208780707	17.39290391	-13.633442	3.524184716	15.63613934	12.93430837	2.941230629	17.00318567	3.430250902	4.565699585	8.590195182	10.46606395	-3.898854173	18.49462511	1.622083362	4.769309993	11.12016845	14.50830007	-10.26533832
