Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	3.781377313	1.845236407	0.556521559	3.813188255	2.440475453	4.783626689	0.859796046	1.730749872	4.904317167	5.237062217	14.73676182	1.592399883	4.094752029	1.085868671	7.665642698	15.70349862	-3.110759268	1.973035815	-0.796384153	10.99272884
3600	2.016689525	0.426550321	-1.603670769	0.975120294	0.935920841	2.648769515	-1.785884048	-0.73524618	0.346255899	1.841373254	11.07039622	-1.381397554	0.057594951	-2.26193067	3.182102101	11.99839744	-4.166065949	0.562824732	-2.91845946	6.559756421
4500	2.731033047	0.317996051	-1.393579125	0.39766712	1.217403819	4.153978535	-1.805894145	-0.686378877	-0.073457868	1.889718064	10.23358091	-1.07769494	-0.26988724	-1.800608068	2.652231594	11.53508592	-3.234740761	0.061475652	-2.289983899	5.437408248
5400	3.755807601	0.270825388	-1.308632001	0.078808074	1.378443672	7.025446111	-1.5579385	-0.627457144	-0.36134799	1.867887342	9.821837039	-0.842899141	-0.482873723	-1.542662728	2.215863833	11.81238249	-2.649309441	-0.305131474	-1.937583201	4.660456483
6300	5.098301127	0.393241543	-1.185246318	-0.140092057	1.428981042	11.30299669	-0.985063143	-0.590783605	-0.512605466	1.865689022	9.8792159	-0.623838403	-0.671720353	-1.414294693	1.897421484	12.58641944	-2.209619148	-0.53851663	-1.747160606	4.065725484
7200	6.209274845	0.540272742	-1.086130778	-0.268786923	1.421716849	12.58229919	-0.236660229	-0.41522528	-0.640700568	1.773992625	10.36762897	-0.390223966	-0.747295404	-1.37680353	1.62899234	14.15718213	-1.663266597	-0.676586056	-1.664411205	3.522643999
8100	7.384752146	0.807291653	-1.028566506	-0.380417145	1.44893233	16.20985518	1.199791324	-0.304038131	-0.685368494	1.748958126	11.4275508	-0.071295307	-0.833223693	-1.351853975	1.414000218	14.22046494	-1.068942402	-0.782792441	-1.628948959	3.142137414
9000	8.919693879	1.230376179	-0.89630636	-0.423646882	1.467014118	21.80237059	3.545116495	0.057970985	-0.725849476	1.704101391	13.02585864	0.418594814	-0.836005041	-1.349465804	1.203745998	14.79139982	-0.384331944	-0.815568906	-1.581687354	2.835517084
9900	10.37918931	1.897552795	-0.770617156	-0.470130293	1.417138549	29.46242362	7.111964433	0.589233878	-0.693332163	1.617162212	14.65105233	0.931631864	-0.772816992	-1.299303549	1.05864342	15.78959262	0.589174844	-0.801945538	-1.547590377	2.514788727
10800	11.31862533	2.715024382	-0.647541453	-0.441572612	1.332059955	38.58828657	10.1743715	1.361785181	-0.611878225	1.56399823	15.76476573	1.575585398	-0.670123309	-1.333168085	0.93262333	17.28730901	1.990396623	-0.706832156	-1.473513601	2.28544078
11700	12.82831208	3.852277374	-0.394425038	-0.44027079	1.38699071	48.2355463	12.42417162	2.424724043	-0.523940697	1.539472452	16.65016723	2.235726601	-0.540588574	-1.285560909	0.867796529	19.41985869	3.555785438	-0.53868663	-1.443143902	2.068438451
12600	14.54177909	5.388765525	-0.109854524	-0.395240745	1.359530799	56.17859364	16.38202828	4.201499725	-0.250520986	1.543030867	18.33248068	3.174150509	-0.369124238	-1.228995947	0.800568646	22.33929931	5.166080708	-0.340224858	-1.398928331	1.876968806
13500	16.67590079	7.321110706	0.335363978	-0.384274781	1.414356309	64.98607467	21.9997145	7.059545729	0.118833655	1.447492833	20.57435572	4.437893522	-0.093175391	-1.092695714	0.688467788	25.59080906	6.833713828	-0.147127272	-1.298596544	1.759960484
14400	19.21498985	9.510266681	0.88381588	-0.193870633	1.370009832	72.68883312	28.39482226	10.77342477	0.704222207	1.564161445	23.10980731	5.983381483	0.250921847	-1.028906096	0.671601212	29.16180969	7.796842494	0.234486046	-1.19309616	1.601573874
15300	21.99416727	10.47085486	1.465807181	-0.036365041	1.394923079	78.79197061	35.05678059	12.74179348	1.531557904	1.620082111	25.74898565	7.769651924	0.601102713	-0.892535574	0.610872229	32.93401695	9.382269067	0.701724499	-1.092471259	1.500185823
16200	24.77792451	11.6851155	2.267756123	0.097696249	1.380365894	81.90090236	41.58972003	16.1954101	2.846702701	1.690534274	28.49822056	9.483676211	1.019636399	-0.73835114	0.591698052	36.49815491	11.29244598	1.309888442	-0.966701433	1.409719305
