Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	5.745633929	5.870734098	-5.086360007	5.24899154	-0.589468447	8.206375265	6.492182893	-1.431317564	7.286455357	0.495089541	4.844403234	-0.626217869	0.184701421	6.051532259	3.497951496	-0.474213376	-2.306225489	0.560909809	2.453859186	2.744609572
3600	4.763382443	2.418502426	-7.173685417	3.152427673	-2.440967144	4.937369583	1.950413649	-5.086522284	2.052323567	-2.002302801	4.710481362	-3.587862402	-2.973210062	0.854572685	-0.764575161	0.294569397	-4.718291689	-1.563087032	-0.430533858	-0.362578575
4500	6.35450795	2.493328289	-6.233391883	2.973367651	-1.678433331	4.984558146	1.923016571	-4.482967297	1.953733702	-1.52866394	5.889792152	-2.814846959	-2.767409956	0.789041739	-0.505764172	2.282914352	-4.122368303	-1.37882232	0.096983358	-0.096307991
5400	7.198655097	2.681892845	-5.59016	2.70994071	-1.226928435	5.158670119	1.995671611	-4.068551395	1.822362606	-1.255577605	7.002308281	-1.817960662	-2.561321469	0.740224775	-0.400502976	3.809817496	-3.268384229	-1.287461693	0.447068932	0.006988788
6300	7.857390388	3.034734708	-5.041138342	2.513137499	-0.93905216	5.546378332	2.283688223	-3.72865379	1.66215426	-1.118320782	7.980443148	-0.430641181	-2.305729045	0.660361188	-0.329124073	5.207894547	-2.274575504	-1.211075013	0.709305862	0.092210707
7200	8.784500901	3.656597658	-4.568553994	2.314114692	-0.789335794	6.227484419	2.781788314	-3.410033083	1.531268303	-1.013379118	9.179043379	1.235143114	-1.994744231	0.647142306	-0.291441007	7.135732019	-1.158606899	-1.086717088	0.958344849	0.108566079
8100	10.08435617	4.601595732	-4.15176684	2.158355239	-0.648041977	7.290311957	3.481486521	-3.115215196	1.374249712	-0.975879245	11.10036388	3.262728704	-1.500972474	0.637336267	-0.293082372	9.493516465	0.249769537	-0.84813303	1.093209135	0.130547125
9000	11.61407563	5.75042299	-3.684353392	2.06184282	-0.566858775	8.871369174	4.258481134	-2.824278333	1.275674817	-0.91419013	13.63521116	5.953609774	-0.709511414	0.709933094	-0.260727066	12.45206632	1.909724713	-0.391188668	1.240199277	0.134541917
9900	13.48708443	6.758099679	-3.184716217	2.008570428	-0.561996059	10.70636716	5.119978717	-2.445251825	1.187726472	-0.882847093	16.32568725	7.378158779	0.40932326	0.798149858	-0.266555499	16.10303749	3.684956131	0.28217169	1.41051161	0.139823785
10800	15.81175949	7.790948388	-2.591189203	1.958140316	-0.483425074	12.3009644	6.154075136	-2.087726489	1.1419859	-0.85482095	19.87644255	9.027409507	1.691733098	0.97572267	-0.250318084	20.54732793	5.325117727	1.360684107	1.666973037	0.140355172
