Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	2.0345497	2.322928197	2.016868924	0.605431916	2.476881481	2.537782747	2.28183883	2.453835744	2.984281083	3.519991451	0.34040482	3.10781591	0.734158795	2.925050229	-0.578757041	0.616180384	2.414416049	-0.701386715	0.143265029	0.033802233
3600	0.979041775	-0.025321293	-0.32643705	-0.949960763	0.15157346	1.576875565	-0.353653257	-0.431358046	0.017206582	-0.012132388	-1.217120611	0.332001971	-1.887932204	-0.739826437	-2.397808985	-0.022169032	-0.011469761	-1.857558078	-1.460665842	-1.782660055
4500	1.89488316	0.48298192	-0.11299857	-0.589090073	0.229605359	3.296679776	0.177296936	-0.342322975	-0.021909325	0.082413246	-0.347134274	0.103885864	-1.426276392	-0.606546589	-1.565304242	1.040578701	0.050227623	-1.158717183	-0.924251202	-1.246359394
5400	2.760253546	0.731622045	0.034310945	-0.554324301	0.181467872	5.744187326	0.662105323	-0.14729268	-0.053762906	0.166373541	0.422773686	0.111059033	-1.171757178	-0.406362753	-1.214099697	2.320319076	0.215426747	-0.8161476	-0.675453557	-0.902393167
6300	3.841540198	0.928860151	0.052777814	-0.636309977	0.12791432	8.059896909	1.180821399	-0.008186536	-0.148319551	0.166055271	1.198719058	0.215678573	-1.097306257	-0.360988119	-1.048098344	3.998039882	0.445502527	-0.719256048	-0.505179845	-0.724521692
7200	5.233555768	1.053301049	0.154732092	-0.633227022	0.070778355	8.046402007	1.741559889	0.112077646	-0.231862475	0.111235805	1.998740303	0.292992231	-1.024824621	-0.309855887	-0.893624541	5.822049217	0.749247267	-0.562308449	-0.518342775	-0.658384547
8100	7.101135144	1.346455342	0.179337355	-0.701897504	0.017600068	10.30545543	2.682566232	0.298208653	-0.204402437	0.115829404	3.036151905	0.496681731	-0.990894476	-0.295746448	-0.871640425	6.262471086	1.083493121	-0.541842156	-0.463753233	-0.584972099
9000	7.96975845	1.654897166	0.272921185	-0.627490988	0.046477897	13.29771562	4.167920982	0.556320409	-0.215243934	0.060928888	4.36544594	0.761871319	-0.896954759	-0.245179189	-0.77256149	6.967435251	1.554550537	-0.458980778	-0.415175468	-0.586282632
9900	8.542042563	2.122812438	0.359395921	-0.628685014	-0.000343335	17.88012961	6.615049304	0.902190184	-0.146450086	0.048391011	5.902801037	1.134382828	-0.84634718	-0.217342651	-0.774317508	8.369770037	2.265343163	-0.340256432	-0.391019213	-0.531060147
10800	9.649798129	2.858191024	0.497498904	-0.616377108	-0.017248364	23.83072587	9.138209786	1.38843217	-0.102716727	0.040840307	6.562461826	1.457924047	-0.736365829	-0.148366391	-0.662496957	10.48149832	3.207608747	-0.176492847	-0.362219951	-0.494018121
11700	11.04399913	3.767352071	0.685851526	-0.503521708	-0.018979434	30.41597585	10.79214574	2.117369356	-0.051443306	0.086849102	7.521532875	1.843532545	-0.64021431	-0.162350894	-0.658431506	13.26992875	4.548642901	0.003102926	-0.282107569	-0.491779742
12600	12.92184964	4.970887666	0.909536973	-0.469158695	-0.010597541	37.73027194	13.47267665	3.194710008	0.110761319	0.0763685	8.792695163	2.289480343	-0.554848279	-0.100967976	-0.585881699	15.61379467	6.109800179	0.270797913	-0.263729506	-0.42754072
13500	15.04248691	6.722347667	1.210571773	-0.414066353	-0.044760107	46.70838018	17.9191412	4.956910355	0.318760272	0.109505041	10.79548878	2.955857545	-0.363983369	-0.056559448	-0.546729491	18.335998	7.492340968	0.625914564	-0.248825201	-0.419650944
14400	17.76005902	8.914460682	1.691909028	-0.321339468	-0.022363432	53.53015464	22.65897765	7.515350893	0.623201068	0.182960492	13.02330649	3.878430054	-0.144546498	0.023679122	-0.520539767	21.34557509	7.964218862	1.057122641	-0.168175305	-0.383260759
15300	19.84178989	10.24777428	2.219446857	-0.251454238	-0.012062852	58.09343112	27.9212364	9.394760941	1.071197342	0.221486533	15.26735609	4.945420108	0.112337213	0.110131664	-0.490470611	24.65844447	9.502140449	1.688190534	-0.058037008	-0.334211775
16200	22.82989281	11.6385928	2.87964503	-0.091880824	0.030125474	61.19657067	34.34085732	11.23462158	1.760181083	0.384199783	17.23870153	6.256040149	0.373389574	0.219366812	-0.391734105	27.99155498	11.17344325	2.642387125	0.03184215	-0.281149469
17100	26.04246465	13.6093522	3.844688133	0.117276754	0.077951237	62.70091055	42.13036797	14.9476173	2.860122171	0.546834624	19.17112174	7.9618717	0.751786443	0.356930789	-0.342003971	30.52736387	12.68744544	3.922615889	0.182824215	-0.249248774
18000	29.79335975	16.00169031	5.158608541	0.474194394	0.151820684	60.46979535	50.04702303	18.94944522	4.564347005	0.860353473	21.64488176	10.08383968	1.249282517	0.514435373	-0.242899207	32.46750768	14.56583355	5.460422241	0.333941323	-0.247629779
18900	34.05079023	17.73198077	6.9493844	0.809008908	0.260506965	55.95663196	56.56976162	23.8011052	6.871659825	1.305578518	24.12486527	11.59349509	1.788915933	0.745063709	-0.173090165	34.2688214	16.67081263	6.826976607	0.593250027	-0.121084869
19800	37.51187943	19.83480465	8.658481715	1.270254487	0.367106242	53.12066428	59.87216799	29.49409111	8.29354325	1.919619695	26.25884204	12.71937596	2.398904111	1.033049932	-0.047791693	36.17266154	18.97564143	8.05097918	0.787232919	-0.058654124
20700	40.90115897	21.68211325	9.96951716	1.813088177	0.521814183	50.0521228	61.52744625	35.36356127	10.53487714	2.897815831	29.55429097	14.0337585	3.084423187	1.271157244	0.035140584	37.17003923	21.5060217	9.061181772	1.035138618	0.034423751
21600	42.07494062	23.99400823	11.19723515	2.60650081	0.720441595	47.93476471	62.11195194	41.90546562	13.28898938	4.383595344	32.14505384	15.64362434	3.864722611	1.609217278	0.214204759	38.07279506	23.99479304	10.18349905	1.485473544	0.11572429
22500	42.89496531	26.41947591	12.76104899	3.64013713	0.91995279	46.05773441	60.30054291	48.21555121	17.13534334	6.185822685	34.726331	17.45365428	4.786808243	1.970843943	0.374588937	38.5920474	26.81694324	11.58618984	1.969522262	0.277303234
23400	44.20592314	28.87656763	14.49716973	5.047973997	1.276634903	44.17233364	57.10691093	53.74092971	21.07604263	7.862201194	37.79329857	19.21543046	5.897305877	2.33822279	0.566192432	38.96011645	29.14855016	13.08625473	2.715394124	0.355532003
24300	44.77282859	31.77901987	16.28441566	6.922984219	1.688152423	42.2335535	53.51149786	57.42426155	26.45307025	9.823949923	39.51676608	21.04068733	7.19364281	2.827002091	0.741949888	38.85081712	31.9752425	14.69135822	3.766581343	0.597148186
25200	45.3894303	35.05107381	18.06057197	9.005150875	2.178305482	39.75315749	50.65463802	59.64464042	32.31105444	12.32077416	41.17396238	22.93081507	8.79688134	3.437156865	0.970881277	38.62812532	34.0452492	16.4715176	5.047022487	0.78779241
26100	45.64188425	38.28169036	20.19290309	10.91952197	2.840384888	38.05808131	48.70081187	60.20454637	39.1237144	15.2782828	42.60503986	25.27328429	10.47016836	4.098296689	1.249765267	38.1714527	35.90515441	18.22277043	6.615259298	1.083448213
27000	45.67885069	40.66895447	22.35479474	12.59289327	3.711634605	35.0313209	46.39710887	58.09303448	45.33902878	18.85018402	42.78913437	27.67397204	11.45686763	4.693911475	1.527821452	37.53378503	37.17448259	20.28070178	7.947707583	1.463799088
27900	44.33077172	41.74548059	24.88948678	14.63036462	4.795351329	31.52805919	44.09766339	54.77886034	49.81169635	22.97777126	42.70447875	30.46781842	12.20035237	5.324829476	1.81895314	36.48435435	37.69722391	22.27763246	9.075566514	2.00678437
28800	43.12892799	42.45953556	27.71884607	16.84876167	6.227234139	28.95291199	42.3003426	51.589049	52.74950739	27.90385508	42.56679025	33.07015563	13.14388761	6.01314064	2.169038607	35.21529525	37.9149931	24.20973211	10.55470449	2.641672386
29700	42.90512753	42.59794932	30.76446919	18.90792709	7.668886789	26.72406016	41.61165999	49.01946434	53.94484261	33.45757003	41.53811798	35.91611543	14.37895496	6.799070496	2.55391627	34.57119216	37.9289273	26.76729028	12.73487088	3.355912359
30600	42.21588935	43.0074475	34.22199022	21.11956277	9.14970389	24.86247058	39.48737991	47.2666733	54.28831712	39.21212075	41.35518825	38.82588132	15.87056319	7.756471429	2.986094583	33.92414903	37.68143596	28.40251176	15.65008148	4.121143174
31500	41.1030603	42.42055688	36.54807531	23.92124641	10.45520165	24.26966468	36.86334787	45.04420699	53.76929631	44.62491387	42.02753604	41.47125912	17.39214301	9.087291268	3.439784187	32.94059204	38.88617214	30.1726528	19.02493875	4.973515847
32400	39.97091271	42.6205393	39.10693605	26.99185562	11.92697317	22.78830068	34.52266593	43.41387511	50.51674159	49.11947336	42.109529	42.97344818	18.91825842	10.52487785	3.88906259	32.42368803	39.92266921	31.40813209	23.58655496	5.981569405
