"","Time","rep","exp","variable","value","strain","inoc","drytime"
"1",0.842527121666667,5.1,"t0","B2",-0.005415517521,"11023",5,0
"2",1.09252712166667,5.1,"t0","B2",-0.004564436864,"11023",5,0
"3",1.34252712166667,5.1,"t0","B2",-0.003857661311,"11023",5,0
"4",1.59252712166667,5.1,"t0","B2",-0.003310871638,"11023",5,0
"5",1.84252712166667,5.1,"t0","B2",-0.002733885675,"11023",5,0
"6",2.09252712166667,5.1,"t0","B2",-0.002148373022,"11023",5,0
"7",2.34252712166667,5.1,"t0","B2",-0.001495028693,"11023",5,0
"8",2.59252712166667,5.1,"t0","B2",-0.000667971604,"11023",5,0
"9",2.84252712222222,5.1,"t0","B2",0.000572637105,"11023",5,0
"10",3.09252712222222,5.1,"t0","B2",0.002156247963,"11023",5,0
"11",3.34252712222222,5.1,"t0","B2",0.004124232291,"11023",5,0
"12",3.59252712222222,5.1,"t0","B2",0.005415061359,"11023",5,0
"13",3.84252712222222,5.1,"t0","B2",0.006250091244,"11023",5,0
"14",4.09252712222222,5.1,"t0","B2",0.007558900267,"11023",5,0
"15",4.34252712222222,5.1,"t0","B2",0.008536752284,"11023",5,0
"16",4.59252712222222,5.1,"t0","B2",0.009916693113,"11023",5,0
"17",4.84252712222222,5.1,"t0","B2",0.01146836416,"11023",5,0
"18",5.09252712222222,5.1,"t0","B2",0.01264871809,"11023",5,0
"19",5.34252712222222,5.1,"t0","B2",0.01384516523,"11023",5,0
"20",5.59252712222222,5.1,"t0","B2",0.01522096429,"11023",5,0
"21",5.84252712222222,5.1,"t0","B2",0.01634533115,"11023",5,0
"22",6.09252712222222,5.1,"t0","B2",0.01781460654,"11023",5,0
"23",6.34252712222222,5.1,"t0","B2",0.01931562109,"11023",5,0
"24",6.59252712222222,5.1,"t0","B2",0.02018085327,"11023",5,0
"25",6.84252712222222,5.1,"t0","B2",0.02066230598,"11023",5,0
"26",7.09252712222222,5.1,"t0","B2",0.02183096093,"11023",5,0
"27",7.34252712222222,5.1,"t0","B2",0.0224417478,"11023",5,0
