Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	3.804978097	4.614469686	-4.285601939	7.339839429	3.906781287	11.48239609	3.212834808	1.882016857	8.482986619	7.519756461	5.704931624	5.711643618	8.76195989	7.174791695	3.722253348	5.355834553	5.744966173	7.39185268	6.301057972	2.41328914
3600	0.848658585	-0.662057065	-8.077366268	0.847989623	-1.657144411	6.567951976	-2.787930566	-4.04217576	0.155467269	0.511027981	1.146203397	0.578566726	1.534714895	0.001160302	-1.555156451	1.62363466	0.986097307	1.615151746	0.642998975	-1.051616071
4500	0.740994729	-0.644647161	-7.015570482	0.704344865	-1.400821881	6.902126088	-2.492521209	-3.871249435	-0.54456427	0.348682698	1.363027238	0.791294236	1.271644506	-0.102768142	-1.5763553	1.98345098	0.994283756	1.241666637	0.341284081	-1.256707827
5400	0.910793027	-0.561257293	-6.296099204	0.650123131	-1.165890997	7.855634343	-1.98318577	-3.669230948	-0.816470198	0.274701507	1.650247968	0.846531371	1.108568022	-0.138458382	-1.572438882	2.613404715	0.987942479	0.92663161	0.184919772	-1.318738737
6300	1.301543001	-0.445063432	-5.824313935	0.674138786	-0.889469483	9.4791208	-1.353039195	-3.566460234	-0.902119659	0.196090267	2.049120633	0.895840653	1.040561002	-0.164964608	-1.545928575	3.458911632	0.964166418	0.772587318	0.057085864	-1.409109487
7200	1.879438037	-0.376805578	-5.439800438	0.59095713	-0.780770497	10.24169091	-0.546903797	-3.436111003	-1.004343489	0.180113853	2.592990281	0.939274	0.94283518	-0.165649125	-1.588186649	4.422068491	0.979555833	0.634527659	0.062095253	-1.490685529
8100	2.80030591	-0.275727043	-5.162028121	0.575711002	-0.599478077	10.98349458	0.386542566	-3.315429381	-1.032935403	0.161214767	3.217569843	0.995988567	0.860111458	-0.14550091	-1.587545974	5.731192333	1.076266816	0.507835192	-0.042015394	-1.585584683
9000	3.854727598	-0.162170879	-4.91864628	0.482398089	-0.461725616	12.42504534	1.259219973	-3.150389357	-1.058055497	0.116459124	4.143764687	1.149288836	0.812020277	-0.178302848	-1.647571528	7.267841268	1.271786923	0.399305491	-0.080125729	-1.655542309
9900	5.088480686	-0.017466753	-4.73133819	0.495423034	-0.377301031	14.25991385	2.386920027	-2.909549403	-1.088660819	0.099909236	5.202317402	1.256618697	0.82836519	-0.152721895	-1.656532456	8.569132368	1.470291669	0.401476072	-0.142336272	-1.653834352
10800	6.636809409	0.200619204	-4.506598731	0.359401389	-0.29890886	16.57514323	3.857956687	-2.497596721	-1.091633871	0.06430819	6.195948167	1.484762136	0.828379742	-0.126676945	-1.671028917	9.455877581	1.776136714	0.357973838	-0.113691079	-1.717130759
11700	7.706661508	0.489191622	-4.298190045	0.419863685	-0.216430494	19.39987677	5.304718838	-1.999852721	-1.058610186	0.061450421	6.965514732	1.714106719	0.86111121	-0.101870965	-1.640163447	10.40803673	2.294764376	0.394367242	-0.124976059	-1.730524923
12600	8.687188329	0.772950537	-4.112531805	0.491346113	-0.162997095	22.90176079	6.552203997	-1.156316061	-1.032191701	0.103988579	7.756001071	2.002544678	0.941532339	-0.109821033	-1.637331655	11.71243684	2.982346549	0.420716234	-0.136012253	-1.769193183
13500	9.84414633	1.153128397	-3.865042552	0.484107865	-0.064925983	27.22476125	7.828253797	-0.021977282	-0.919278025	0.072796373	8.668509443	2.372041823	1.046734253	-0.064590259	-1.600244364	13.5045568	3.829566928	0.499304678	-0.132318607	-1.739908405
14400	11.18234488	1.691106602	-3.640216625	0.43379994	-0.01743391	31.3400188	10.09744373	1.289109652	-0.823645315	0.080250722	9.68275381	2.853440125	1.171125297	0.010296674	-1.587836142	15.62264246	4.813153882	0.649462674	-0.090389555	-1.747135041
15300	12.80426703	2.433173891	-3.36770303	0.551836402	0.058865067	35.78698925	13.38922839	2.993552653	-0.734716093	0.121263259	10.92338268	3.505222098	1.285230367	0.085153825	-1.580352328	18.3654383	5.770829814	0.803735871	-0.05896629	-1.759041448
16200	14.63756176	3.307479341	-3.053963202	0.574579985	0.090149804	40.09089461	17.63781888	5.440504605	-0.536801908	0.172617853	12.36964736	4.365518513	1.489239381	0.15034315	-1.545070104	21.67941532	6.825070675	1.009275868	-0.046739862	-1.704039173
