Time	B2	B3	B4	B5	B6	B7	C2	C3	C4	C5	C6	C7	D2	D3	D4	D5	D6	D7	E2	E3	E4	E5	E6	E7
2951.899172	-5.749043853	1.377034833	-0.201087605	1.099267087	-0.977436026	5.106995027	0.325878915	1.044649614	-1.510377029	8.011740844	-0.510183907	3.034549736	-1.1191731	0.366327582	0.769587306	13.95339916	-3.51619884	-1.476786424	1.318457549	0.533553513	0.011119091	14.97441757	-0.722324909	0.024113545
3851.899172	-5.205276089	0.378957682	-0.26267831	0.407827917	-1.322168096	3.670666499	-0.118625135	0.167891483	-1.879993037	6.085762199	-0.905840003	1.362188404	-0.821221376	-0.576554909	0.020798726	11.27194497	-3.453240847	-2.507071347	1.052590545	-0.323034928	-0.415773601	12.38656952	-1.08313168	-0.770229625
4751.899172	-4.349217832	0.198025521	-0.223748711	0.353053264	-1.298189596	3.031805403	-0.006385974	0.2096609	-1.462701261	5.352289183	-0.590349912	0.778427475	-0.38134693	-0.453777156	0.169090743	10.13469562	-2.715991098	-2.43221857	1.233490257	-0.323808944	-0.223490904	11.11450815	-0.882257531	-0.730688216
5651.899172	-3.770378988	0.089809504	-0.205247854	0.308458871	-1.243778938	2.545570416	0.146186352	0.197901291	-1.244331609	4.88653956	-0.450338351	0.335918505	-0.121022724	-0.341857007	0.231104922	9.363190136	-2.208859232	-2.193433549	1.289252067	-0.29666677	-0.10918669	10.17938353	-0.735726979	-0.737057895
6551.899172	-3.172049321	0.004451724	-0.174977382	0.367983617	-1.163577555	2.163920716	0.31253233	0.216734028	-1.096142975	4.775666692	-0.288425243	0.037163791	0.195071612	-0.259873992	0.217030561	8.640246528	-1.824509228	-1.968640903	1.421729691	-0.25980103	-0.052278978	9.314646284	-0.672289246	-0.728336219
7451.899172	-2.513680968	-0.016782059	-0.125222431	0.720308668	-1.114858337	1.935354678	0.572144304	0.217856268	-1.01205299	5.022268415	-0.10539083	-0.140073435	0.573318166	-0.170836141	0.313651617	8.110431132	-1.494748282	-1.839409215	1.634375978	-0.162494228	0.007451079	8.726215964	-0.603453614	-0.720926401
8351.899172	-1.611462058	-0.000518699	-0.071551232	1.233198913	-1.016191435	1.752845566	0.958424594	0.258771596	-0.898418809	5.752984954	0.027889721	-0.309142613	1.061105814	-0.038671681	0.334905335	7.731220771	-1.260662923	-1.704306784	1.898186676	-0.106949057	0.069870368	8.311147568	-0.559675648	-0.733044353
9251.899172	-0.624458349	0.057708641	0.007293283	1.995821247	-0.896607916	1.608746687	1.470910657	0.346407104	-0.823091569	7.047961443	0.248127916	-0.421232143	1.82311521	0.061825098	0.379262815	7.48772949	-1.027392693	-1.580636209	2.345128763	0.011349217	0.111188763	8.00048549	-0.503573176	-0.704268447
10151.89917	0.487382726	0.137978596	0.061929084	3.103892142	-0.743658551	1.451464487	2.220255293	0.413696051	-0.756109274	7.973215471	0.527762033	-0.514987862	2.993826034	0.241677798	0.412807081	7.314882746	-0.878134592	-1.51725847	3.045561766	0.084992038	0.123659283	7.929092044	-0.459261759	-0.728638393
11051.89917	1.735056396	0.301982241	0.103532087	4.533941173	-0.535964232	1.374103943	3.370628732	0.559902856	-0.633537555	9.115811019	0.916863771	-0.548628781	4.272887612	0.496693962	0.435010585	7.231803763	-0.735809531	-1.470700289	4.113833637	0.207617189	0.169961077	8.165574233	-0.36954225	-0.779646135
