Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	1.411121617	-8.750591794	5.527452083	-8.358906606	2.875016458	3.753399077	-7.202568732	-2.357961125	9.111519678	4.139818027	2.148682	9.844433506	6.842564077	-0.02401721	0.030780618	3.302873895	5.928489671	2.054066561	-3.321026497	5.605479628
3600	-1.054849231	-8.590336144	2.09682272	-10.2663747	-0.319800349	0.976066233	-9.498636288	-4.958862829	3.043565666	0.321564335	-0.160329675	5.390553704	2.017131622	-3.71743645	-3.284032772	1.415919115	3.323496319	-0.707954473	-4.993191531	2.419344064
4500	-1.223773255	-6.690032843	1.859240226	-9.04236306	-0.211834178	1.308067451	-8.515159186	-4.098771474	2.238891633	0.316896598	0.144470245	4.744036125	1.591498419	-3.021607568	-2.778799167	1.620262438	3.062461404	-0.736558214	-4.065468218	1.983018098
5400	-1.174191094	-5.413992494	1.599561517	-8.154089581	-0.229772384	2.260390922	-7.695308754	-3.564403182	1.728465766	0.363250111	0.372326005	4.317729593	1.200980835	-2.655324871	-2.486833876	1.77957932	2.84551652	-0.714843616	-3.525259432	1.7160162
6300	-1.094934374	-4.554202264	1.45954605	-7.44578587	-0.230949489	3.682026569	-6.823370101	-3.127293804	1.418535797	0.292851073	0.691941568	3.92625116	0.985758266	-2.394433824	-2.228354252	2.129974088	2.61562603	-0.676824264	-3.184788795	1.499987445
7200	-0.785502653	-3.878012173	1.322742693	-6.852012961	-0.249636697	5.32383207	-5.952260745	-2.791021848	1.144686269	0.217321988	0.982327285	3.629001745	0.817021686	-2.216467126	-2.033147267	2.547403425	2.427089744	-0.647855821	-2.929331666	1.302864193
8100	-0.39417302	-3.265729827	1.195841598	-6.362088873	-0.251185554	7.280743184	-4.902884385	-2.475517347	1.001205762	0.217672876	1.448891146	3.404877458	0.653312726	-2.084816506	-1.83112772	3.087665172	2.344799086	-0.648929548	-2.715419598	1.177085394
9000	0.174942758	-2.778059205	1.145928643	-5.903175833	-0.231994723	8.849678224	-3.531984409	-2.145290571	0.875321883	0.181937354	2.060771618	3.35379462	0.552368297	-1.929527939	-1.648739595	3.792385811	2.301941522	-0.539479241	-2.533980011	1.023616542
9900	1.001985826	-2.238089066	1.126169901	-5.510486518	-0.274876673	10.96331088	-1.755900819	-1.710535707	0.789219955	0.167292885	2.891143169	3.283701142	0.537474087	-1.827533251	-1.482179533	4.709015259	2.321940539	-0.446809053	-2.370060351	1.042615219
10800	2.228581213	-1.726054698	1.090232103	-5.105611006	-0.231995215	14.2708897	0.672858597	-1.127726947	0.833474004	0.180807623	3.932922465	3.310530225	0.546795794	-1.712841374	-1.312529493	5.914709662	2.452306163	-0.350388888	-2.270404655	1.012428099
11700	3.636871781	-1.217459669	1.178247195	-4.775514408	-0.204106149	18.52477326	3.376441702	-0.440974282	0.880913674	0.157553619	4.924601389	3.422897636	0.540742815	-1.594607644	-1.177407269	7.051425907	2.64354718	-0.210356784	-2.077944172	0.973930494
12600	5.216920204	-0.667712455	1.178809594	-4.393175847	-0.165122334	24.07507734	5.084884768	0.598445776	0.963648534	0.221578543	5.863092131	3.567416775	0.627448933	-1.491234186	-1.03421121	8.289468405	3.008559259	-0.145298135	-1.952536687	0.913101459
13500	6.63407895	-0.014350882	1.329208862	-4.072468361	-0.124947562	30.64409188	7.415628021	1.95630534	1.101539977	0.243806424	7.00285444	3.777238504	0.708103228	-1.362008821	-0.895345064	9.495184106	3.568445875	0.016745602	-1.85626151	0.952293291
14400	7.82121383	0.639507275	1.461799993	-3.807750076	-0.064694766	37.85367457	10.54653707	3.58025628	1.344402061	0.335663806	8.195606858	4.096414161	0.844866323	-1.255408152	-0.780665115	10.7494628	4.342068192	0.175932347	-1.675177803	0.95032101
15300	9.124575425	1.485809154	1.615947124	-3.494842063	-0.046104404	44.23566595	14.48620486	5.154089826	1.675295124	0.425106182	9.356623347	4.493240493	1.028214392	-1.135521109	-0.648748822	12.36550549	5.318279786	0.320569829	-1.565656576	0.915398593
16200	10.20783393	2.521862458	1.801279485	-3.169242271	0.018068565	49.40278534	19.47543783	6.729423513	2.203509289	0.560897149	10.73129014	5.058066283	1.185933619	-1.009104919	-0.523927436	14.1680485	6.466010536	0.529297988	-1.478159764	0.979240304
17100	11.59961357	3.84946783	2.129822316	-2.868513516	0.121535526	52.99473194	25.59711072	8.776284499	3.042315981	0.66789121	12.27257001	5.806417863	1.353711626	-0.874332455	-0.430565904	16.15315424	7.29486302	0.73591611	-1.359420881	0.964390315
18000	13.00383335	5.31531307	2.483438907	-2.58626689	0.102404846	53.30670648	32.36085909	11.27920602	4.317932262	0.941358164	14.08166835	6.695542949	1.628151666	-0.711657058	-0.295090022	18.54427536	8.293201181	0.926165795	-1.267699444	1.00392572
18900	14.70975017	6.687668858	2.995923492	-2.264868518	0.216139597	52.39197873	38.20952025	14.65979412	6.082711629	1.300044868	16.41159352	7.861825485	1.912891273	-0.533602521	-0.181145485	21.29532736	9.526684326	1.259913863	-1.060898573	0.96305268
19800	16.71823132	7.859388751	3.622618358	-1.881360662	0.31054512	50.85604178	44.08503399	19.27700941	8.227770332	1.732153057	19.07392448	9.019301206	2.268052347	-0.313714015	-0.039330309	24.38279651	10.86549846	1.545360821	-0.943865925	0.990774026
20700	19.17403152	9.287089911	4.492179999	-1.474212083	0.366136748	48.50918411	49.45956644	24.26807835	9.766640662	2.333201504	21.67101192	10.23800886	2.678266858	-0.125033175	0.05990403	27.3191662	12.53682925	2.0909651	-0.815427581	1.025526122
21600	22.2973685	10.6668002	5.588247775	-1.036520727	0.401560306	45.96049	52.52083319	29.49659809	11.47935306	3.058324589	24.38157249	11.36145658	3.142802647	0.065215475	0.12746354	29.87961922	14.81203718	2.670354991	-0.607590604	1.051424336
22500	24.13425839	12.2020522	6.878092973	-0.61360223	0.513349127	43.78952371	53.5947316	35.22274578	14.16237314	4.010418126	27.18439289	12.44544942	3.631886934	0.314050664	0.287902174	31.87864357	17.42674249	3.555945413	-0.366112985	1.044967915
23400	26.61987032	14.02237904	8.466066079	0.018320127	0.694045939	41.73105323	53.74643443	42.07012003	17.60130569	5.252187818	30.36611679	13.55746533	4.276833574	0.591348042	0.429546431	33.53289543	20.19937632	4.747778945	-0.024875432	1.05855686
24300	29.30819384	15.97331691	9.962245906	0.740658135	0.848728266	39.93020438	52.55953174	48.36248266	22.15599637	6.658055288	33.45078913	14.7600133	5.018626068	0.954327206	0.577480842	34.69323141	22.85063296	5.956283531	0.447982964	1.096945321
25200	31.53446235	18.36576109	11.32422581	1.575492529	1.043205684	38.24077042	49.89778358	52.68482939	26.50406052	8.409676409	36.28712072	16.23109809	5.85432755	1.398890357	0.775186562	35.52472343	25.86037421	7.239743286	1.028215528	1.242441208
26100	33.74182229	20.39736376	12.59512914	2.626420755	1.288228306	36.64951683	46.6648414	54.62852389	31.66040812	10.29953755	39.03569976	18.11471984	6.718497601	1.761512595	0.96096342	35.8971665	28.48545843	8.517130261	1.879144976	1.337086417
