Time	B2	B3	B4	B5	B6	C2	C3	C4	C5	C6	D2	D3	D4	D5	D6	E2	E3	E4	E5	E6
2700	5.480221409	2.581696954	-0.931868865	3.27752522	1.879165314	1.855616177	6.606097352	1.505348646	3.001081315	3.03836561	-0.697911724	-0.481256596	1.776941846	0.202754643	-2.879485114	1.41567476	2.014430387	-1.307011375	2.942246614	0.108303616
3600	3.834847492	1.046744552	-2.284179407	0.527562976	-1.195958759	-0.315332437	3.375879338	-1.327626504	-0.782177421	-0.849901093	-2.400070643	-1.784780431	-1.018512846	-3.848068881	-5.557057966	0.131645582	0.173477185	-2.146353775	-0.178152134	-1.727152106
4500	4.358972985	1.475077227	-2.085909502	0.63051236	-1.359366053	0.273575865	3.157056553	-1.05160794	-0.365842797	-1.06323072	-1.06383839	-1.256214399	-0.654950622	-3.976683407	-5.416584528	1.142457955	0.493437305	-1.965666897	-0.330650753	-1.443429062
5400	5.028801765	1.636594042	-1.955896325	0.580947853	-1.556555302	0.696492113	2.862741212	-0.809493641	-0.226681979	-1.281775754	0.573745455	-0.817186205	-0.537474784	-3.76168213	-5.220214008	2.621915593	0.810601755	-1.974040365	-0.403942566	-1.34074815
6300	6.233620137	1.772237893	-1.869731289	0.38243442	-1.694977559	1.090817998	2.651611077	-0.769656289	-0.173835361	-1.42158175	2.889754528	-0.359284225	-0.463133704	-3.497823154	-5.047316615	4.426229968	1.135003578	-1.960523249	-0.500451037	-1.310787031
7200	7.731210421	1.970244046	-1.802398174	0.285112989	-1.780868899	1.572416875	2.472098311	-0.741813595	-0.132166466	-1.571846227	5.414991844	0.29556196	-0.330414607	-3.239013631	-4.903589788	5.377394713	1.548922526	-1.965377157	-0.563995118	-1.313371985
8100	8.734818608	2.215093152	-1.79210067	0.234472657	-1.849037211	2.178859034	2.435048886	-0.74291415	-0.20466435	-1.626645204	7.601307122	1.113292457	-0.260362701	-3.02801627	-4.818306911	6.033290719	2.176734153	-1.941463079	-0.617716156	-1.302706007
9000	9.243362065	2.650828009	-1.773752006	0.200348487	-1.937083952	2.954542124	2.434099784	-0.696461702	-0.187400695	-1.725458976	9.071564915	2.325086794	-0.093857384	-2.948881169	-4.7202196	7.19516744	3.229909551	-1.842802392	-0.603719849	-1.329432993
9900	10.11726587	3.254184337	-1.696606142	0.140459804	-1.954742106	3.662238296	2.497440555	-0.671712585	-0.135312104	-1.816572084	10.97221385	3.611572449	0.22405298	-2.772277094	-4.637287165	9.120700069	4.740361908	-1.68987227	-0.593264855	-1.310623825
10800	11.58181105	4.057218398	-1.629222165	0.066038846	-1.995677796	4.54005205	2.633978949	-0.650567101	-0.138258122	-1.822412337	13.81803808	5.077241341	0.661328543	-2.680137438	-4.530645857	11.65388274	5.864369171	-1.422120811	-0.559591938	-1.338758069
11700	13.4675157	5.274029791	-1.414518983	0.016936437	-1.998132889	5.587387961	2.903596787	-0.548231678	-0.082630472	-1.837895376	17.37417837	6.959343667	1.405100986	-2.546477195	-4.465717934	15.11645424	7.092016384	-1.033058753	-0.50687721	-1.305860749
12600	15.9681536	6.687118073	-1.216107519	0.103914046	-1.985423174	6.877658416	3.27739857	-0.461102097	-0.065304797	-1.823490638	21.44255233	8.7205818	2.563052793	-2.381227978	-4.382091441	19.70280915	8.493938083	-0.430072791	-0.400502635	-1.282099298
